shuffling training dataset in 81.40 ms (epoch=0)
  0 6065.00 ms run, 6064.03 ms python,    0.97 ms CUDA, 1187.85 loss, 0.000015 LR, 1.68 GB used,    117.11 GFLOPS,    710.26 GOPS
171   71.73 ms run,    2.56 ms python,   69.17 ms CUDA,  648.39 loss, 0.002571 LR, 2.89 GB used,   9129.75 GFLOPS,    654.88 GOPS
172   72.37 ms run,    2.51 ms python,   69.85 ms CUDA,  669.41 loss, 0.002586 LR, 2.89 GB used,   9049.35 GFLOPS,    654.88 GOPS
173   73.37 ms run,    2.52 ms python,   70.84 ms CUDA,  643.85 loss, 0.002601 LR, 2.89 GB used,   8926.19 GFLOPS,    654.88 GOPS
174   72.20 ms run,    2.59 ms python,   69.61 ms CUDA,  646.89 loss, 0.002615 LR, 2.89 GB used,   9070.35 GFLOPS,    654.88 GOPS
175   72.72 ms run,    2.53 ms python,   70.19 ms CUDA,  661.98 loss, 0.002630 LR, 2.89 GB used,   9005.81 GFLOPS,    654.88 GOPS
176   74.07 ms run,    2.52 ms python,   71.55 ms CUDA,  660.79 loss, 0.002645 LR, 2.89 GB used,   8841.47 GFLOPS,    654.88 GOPS
177   72.30 ms run,    2.37 ms python,   69.93 ms CUDA,  660.69 loss, 0.002660 LR, 2.89 GB used,   9058.28 GFLOPS,    654.88 GOPS
178   73.24 ms run,    2.56 ms python,   70.68 ms CUDA,  658.52 loss, 0.002675 LR, 2.89 GB used,   8941.69 GFLOPS,    654.88 GOPS
179   73.55 ms run,    2.30 ms python,   71.24 ms CUDA,  647.02 loss, 0.002690 LR, 2.89 GB used,   8904.33 GFLOPS,    654.88 GOPS
180   72.27 ms run,    2.60 ms python,   69.67 ms CUDA,  651.22 loss, 0.002705 LR, 2.89 GB used,   9061.27 GFLOPS,    654.88 GOPS
181   72.94 ms run,    2.56 ms python,   70.38 ms CUDA,  673.15 loss, 0.002720 LR, 2.89 GB used,   8978.15 GFLOPS,    654.88 GOPS
182   72.92 ms run,    2.53 ms python,   70.39 ms CUDA,  651.04 loss, 0.002735 LR, 2.89 GB used,   8981.38 GFLOPS,    654.88 GOPS
183   72.08 ms run,    2.55 ms python,   69.54 ms CUDA,  647.38 loss, 0.002750 LR, 2.89 GB used,   9085.05 GFLOPS,    654.88 GOPS
184   72.44 ms run,    2.54 ms python,   69.90 ms CUDA,  654.45 loss, 0.002765 LR, 2.89 GB used,   9040.60 GFLOPS,    654.88 GOPS
185   71.78 ms run,    2.44 ms python,   69.34 ms CUDA,  656.80 loss, 0.002780 LR, 2.89 GB used,   9122.91 GFLOPS,    654.88 GOPS
186   72.13 ms run,    2.32 ms python,   69.81 ms CUDA,  657.14 loss, 0.002795 LR, 2.89 GB used,   9079.69 GFLOPS,    654.88 GOPS
187   73.96 ms run,    2.44 ms python,   71.52 ms CUDA,  656.92 loss, 0.002810 LR, 2.89 GB used,   8854.46 GFLOPS,    654.88 GOPS
188   72.45 ms run,    2.64 ms python,   69.81 ms CUDA,  683.66 loss, 0.002825 LR, 2.89 GB used,   9039.41 GFLOPS,    654.88 GOPS
189   72.84 ms run,    2.72 ms python,   70.12 ms CUDA,  664.86 loss, 0.002840 LR, 2.89 GB used,   8990.96 GFLOPS,    654.88 GOPS
190   73.36 ms run,    2.46 ms python,   70.90 ms CUDA,  658.43 loss, 0.002855 LR, 2.89 GB used,   8927.01 GFLOPS,    654.88 GOPS
191   72.17 ms run,    2.56 ms python,   69.61 ms CUDA,  678.90 loss, 0.002870 LR, 2.89 GB used,   9073.86 GFLOPS,    654.88 GOPS
192   72.75 ms run,    2.55 ms python,   70.20 ms CUDA,  645.70 loss, 0.002885 LR, 2.89 GB used,   9001.72 GFLOPS,    654.88 GOPS
193   72.16 ms run,    2.55 ms python,   69.62 ms CUDA,  649.28 loss, 0.002899 LR, 2.89 GB used,   9075.30 GFLOPS,    654.88 GOPS
194   72.54 ms run,    2.53 ms python,   70.01 ms CUDA,  675.38 loss, 0.002914 LR, 2.89 GB used,   9027.76 GFLOPS,    654.88 GOPS
195   73.43 ms run,    2.64 ms python,   70.79 ms CUDA,  625.98 loss, 0.002929 LR, 2.89 GB used,   8917.82 GFLOPS,    654.88 GOPS
shuffling training dataset in 77.20 ms (epoch=2)
196  499.03 ms run,  428.85 ms python,   70.18 ms CUDA,  633.36 loss, 0.002944 LR, 2.89 GB used,   1417.17 GFLOPS,    707.21 GOPS
197   71.07 ms run,    2.67 ms python,   68.40 ms CUDA,  623.05 loss, 0.002959 LR, 2.89 GB used,   9214.04 GFLOPS,    654.88 GOPS
198   72.72 ms run,    2.40 ms python,   70.32 ms CUDA,  654.44 loss, 0.002974 LR, 2.89 GB used,   9005.49 GFLOPS,    654.88 GOPS
199   72.68 ms run,    2.59 ms python,   70.09 ms CUDA,  639.34 loss, 0.002989 LR, 2.89 GB used,   9009.91 GFLOPS,    654.88 GOPS
200   71.98 ms run,    2.41 ms python,   69.57 ms CUDA,  638.11 loss, 0.003004 LR, 2.89 GB used,   9097.72 GFLOPS,    654.88 GOPS
201   72.54 ms run,    2.60 ms python,   69.94 ms CUDA,  638.39 loss, 0.003019 LR, 2.89 GB used,   9028.35 GFLOPS,    654.88 GOPS
202   71.70 ms run,    2.56 ms python,   69.14 ms CUDA,  644.59 loss, 0.003034 LR, 2.89 GB used,   9134.10 GFLOPS,    654.88 GOPS
203   72.40 ms run,    2.61 ms python,   69.79 ms CUDA,  637.38 loss, 0.003049 LR, 2.89 GB used,   9045.01 GFLOPS,    654.88 GOPS
204   73.92 ms run,    2.53 ms python,   71.39 ms CUDA,  651.44 loss, 0.003064 LR, 2.89 GB used,   8859.09 GFLOPS,    654.88 GOPS
205   72.39 ms run,    2.51 ms python,   69.88 ms CUDA,  648.15 loss, 0.003079 LR, 2.89 GB used,   9046.24 GFLOPS,    654.88 GOPS
206   73.30 ms run,    2.56 ms python,   70.75 ms CUDA,  667.39 loss, 0.003094 LR, 2.89 GB used,   8934.15 GFLOPS,    654.88 GOPS
207   74.09 ms run,    2.38 ms python,   71.71 ms CUDA,  666.09 loss, 0.003109 LR, 2.89 GB used,   8838.62 GFLOPS,    654.88 GOPS
208   72.24 ms run,    2.53 ms python,   69.71 ms CUDA,  655.43 loss, 0.003124 LR, 2.89 GB used,   9064.71 GFLOPS,    654.88 GOPS
209   72.90 ms run,    2.31 ms python,   70.59 ms CUDA,  701.33 loss, 0.003139 LR, 2.89 GB used,   8983.24 GFLOPS,    654.88 GOPS
210   73.79 ms run,    2.62 ms python,   71.17 ms CUDA,  653.25 loss, 0.003154 LR, 2.89 GB used,   8874.37 GFLOPS,    654.88 GOPS
211   71.95 ms run,    2.31 ms python,   69.64 ms CUDA,  670.84 loss, 0.003168 LR, 2.89 GB used,   9102.09 GFLOPS,    654.88 GOPS
212   72.91 ms run,    2.53 ms python,   70.39 ms CUDA,  656.70 loss, 0.003183 LR, 2.89 GB used,   8981.92 GFLOPS,    654.88 GOPS
213   72.28 ms run,    2.54 ms python,   69.74 ms CUDA,  646.78 loss, 0.003198 LR, 2.89 GB used,   9060.68 GFLOPS,    654.88 GOPS
214   72.08 ms run,    2.62 ms python,   69.46 ms CUDA,  659.34 loss, 0.003213 LR, 2.89 GB used,   9085.55 GFLOPS,    654.88 GOPS
215   72.93 ms run,    2.48 ms python,   70.45 ms CUDA,  622.12 loss, 0.003228 LR, 2.89 GB used,   8979.14 GFLOPS,    654.88 GOPS
216   72.24 ms run,    2.57 ms python,   69.66 ms CUDA,  634.07 loss, 0.003243 LR, 2.89 GB used,   9065.74 GFLOPS,    654.88 GOPS
217   72.50 ms run,    2.53 ms python,   69.98 ms CUDA,  609.18 loss, 0.003258 LR, 2.89 GB used,   9032.47 GFLOPS,    654.88 GOPS
218   74.27 ms run,    2.55 ms python,   71.72 ms CUDA,  644.37 loss, 0.003273 LR, 2.89 GB used,   8817.56 GFLOPS,    654.88 GOPS
219   72.20 ms run,    2.51 ms python,   69.69 ms CUDA,  636.00 loss, 0.003288 LR, 2.89 GB used,   9070.85 GFLOPS,    654.88 GOPS
220   72.77 ms run,    2.41 ms python,   70.36 ms CUDA,  655.47 loss, 0.003303 LR, 2.89 GB used,   8999.17 GFLOPS,    654.88 GOPS
221   74.03 ms run,    2.59 ms python,   71.44 ms CUDA,  664.49 loss, 0.003318 LR, 2.89 GB used,   8846.32 GFLOPS,    654.88 GOPS
222   71.96 ms run,    2.33 ms python,   69.63 ms CUDA,  657.69 loss, 0.003333 LR, 2.89 GB used,   9100.61 GFLOPS,    654.88 GOPS
223   72.60 ms run,    2.57 ms python,   70.03 ms CUDA,  646.81 loss, 0.003348 LR, 2.89 GB used,   9020.53 GFLOPS,    654.88 GOPS
224   72.19 ms run,    2.40 ms python,   69.79 ms CUDA,  661.95 loss, 0.003363 LR, 2.89 GB used,   9071.79 GFLOPS,    654.88 GOPS
225   72.46 ms run,    2.56 ms python,   69.90 ms CUDA,  651.58 loss, 0.003378 LR, 2.89 GB used,   9038.21 GFLOPS,    654.88 GOPS
226   72.94 ms run,    2.50 ms python,   70.44 ms CUDA,  642.51 loss, 0.003393 LR, 2.89 GB used,   8978.42 GFLOPS,    654.88 GOPS
227   72.25 ms run,    2.57 ms python,   69.68 ms CUDA,  655.75 loss, 0.003408 LR, 2.89 GB used,   9064.48 GFLOPS,    654.88 GOPS
228   72.72 ms run,    2.50 ms python,   70.23 ms CUDA,  625.09 loss, 0.003423 LR, 2.89 GB used,   9004.91 GFLOPS,    654.88 GOPS
229   74.04 ms run,    2.32 ms python,   71.72 ms CUDA,  634.61 loss, 0.003437 LR, 2.89 GB used,   8844.35 GFLOPS,    654.88 GOPS
230   72.31 ms run,    2.51 ms python,   69.80 ms CUDA,  626.83 loss, 0.003433 LR, 2.89 GB used,   9056.87 GFLOPS,    654.88 GOPS
231   72.66 ms run,    2.39 ms python,   70.27 ms CUDA,  635.11 loss, 0.003429 LR, 2.89 GB used,   9013.15 GFLOPS,    654.88 GOPS
232   74.08 ms run,    2.60 ms python,   71.48 ms CUDA,  653.12 loss, 0.003424 LR, 2.89 GB used,   8840.38 GFLOPS,    654.88 GOPS
233   73.00 ms run,    2.90 ms python,   70.10 ms CUDA,  667.25 loss, 0.003420 LR, 2.89 GB used,   8971.32 GFLOPS,    654.88 GOPS
234   73.18 ms run,    2.58 ms python,   70.60 ms CUDA,  644.99 loss, 0.003416 LR, 2.89 GB used,   8949.20 GFLOPS,    654.88 GOPS
235   74.01 ms run,    2.30 ms python,   71.71 ms CUDA,  643.51 loss, 0.003411 LR, 2.89 GB used,   8848.78 GFLOPS,    654.88 GOPS
236   72.37 ms run,    2.54 ms python,   69.84 ms CUDA,  645.03 loss, 0.003407 LR, 2.89 GB used,   9048.46 GFLOPS,    654.88 GOPS
237   73.08 ms run,    2.58 ms python,   70.50 ms CUDA,  653.75 loss, 0.003403 LR, 2.89 GB used,   8960.93 GFLOPS,    654.88 GOPS
238   73.83 ms run,    2.61 ms python,   71.22 ms CUDA,  648.87 loss, 0.003398 LR, 2.89 GB used,   8870.02 GFLOPS,    654.88 GOPS
239   72.12 ms run,    2.49 ms python,   69.63 ms CUDA,  685.25 loss, 0.003394 LR, 2.89 GB used,   9080.38 GFLOPS,    654.88 GOPS
240   72.97 ms run,    2.58 ms python,   70.38 ms CUDA,  653.90 loss, 0.003390 LR, 2.89 GB used,   8974.90 GFLOPS,    654.88 GOPS
241   72.68 ms run,    2.55 ms python,   70.13 ms CUDA,  625.40 loss, 0.003385 LR, 2.89 GB used,   9010.10 GFLOPS,    654.88 GOPS
242   72.05 ms run,    2.35 ms python,   69.71 ms CUDA,  616.22 loss, 0.003381 LR, 2.89 GB used,   9088.88 GFLOPS,    654.88 GOPS
243   72.68 ms run,    2.54 ms python,   70.14 ms CUDA,  642.71 loss, 0.003377 LR, 2.89 GB used,   9010.64 GFLOPS,    654.88 GOPS
244   71.98 ms run,    2.56 ms python,   69.42 ms CUDA,  642.45 loss, 0.003372 LR, 2.89 GB used,   9097.73 GFLOPS,    654.88 GOPS
245   72.58 ms run,    2.54 ms python,   70.03 ms CUDA,  640.74 loss, 0.003368 LR, 2.89 GB used,   9023.35 GFLOPS,    654.88 GOPS
246   72.86 ms run,    2.62 ms python,   70.24 ms CUDA,  644.86 loss, 0.003364 LR, 2.89 GB used,   8987.61 GFLOPS,    654.88 GOPS
247   69.88 ms run,    2.61 ms python,   67.27 ms CUDA,  648.01 loss, 0.003359 LR, 2.89 GB used,   9371.25 GFLOPS,    654.88 GOPS
248   71.61 ms run,    2.55 ms python,   69.06 ms CUDA,  631.67 loss, 0.003355 LR, 2.89 GB used,   9145.47 GFLOPS,    654.88 GOPS
249   72.37 ms run,    2.52 ms python,   69.84 ms CUDA,  638.41 loss, 0.003350 LR, 2.89 GB used,   9049.58 GFLOPS,    654.88 GOPS
250   72.94 ms run,    2.56 ms python,   70.38 ms CUDA,  657.95 loss, 0.003346 LR, 2.89 GB used,   8978.60 GFLOPS,    654.88 GOPS
251   74.45 ms run,    2.62 ms python,   71.83 ms CUDA,  635.82 loss, 0.003342 LR, 2.89 GB used,   8796.43 GFLOPS,    654.88 GOPS
252   72.03 ms run,    2.53 ms python,   69.50 ms CUDA,  642.93 loss, 0.003337 LR, 2.89 GB used,   9091.50 GFLOPS,    654.88 GOPS
253   72.54 ms run,    2.34 ms python,   70.21 ms CUDA,  646.35 loss, 0.003333 LR, 2.89 GB used,   9027.61 GFLOPS,    654.88 GOPS
254   74.39 ms run,    2.54 ms python,   71.85 ms CUDA,  633.03 loss, 0.003329 LR, 2.89 GB used,   8803.32 GFLOPS,    654.88 GOPS
255   72.81 ms run,    2.58 ms python,   70.23 ms CUDA,  601.26 loss, 0.003324 LR, 2.89 GB used,   8994.23 GFLOPS,    654.88 GOPS
256   72.85 ms run,    2.56 ms python,   70.29 ms CUDA,  607.96 loss, 0.003320 LR, 2.89 GB used,   8989.73 GFLOPS,    654.88 GOPS
257   74.17 ms run,    2.36 ms python,   71.81 ms CUDA,  632.89 loss, 0.003316 LR, 2.89 GB used,   8829.21 GFLOPS,    654.88 GOPS
258   72.67 ms run,    2.53 ms python,   70.14 ms CUDA,  638.15 loss, 0.003311 LR, 2.89 GB used,   9011.80 GFLOPS,    654.88 GOPS
259   72.80 ms run,    2.54 ms python,   70.27 ms CUDA,  662.76 loss, 0.003307 LR, 2.89 GB used,   8995.32 GFLOPS,    654.88 GOPS
260   74.20 ms run,    2.55 ms python,   71.64 ms CUDA,  645.36 loss, 0.003303 LR, 2.89 GB used,   8826.23 GFLOPS,    654.88 GOPS
261   71.98 ms run,    2.54 ms python,   69.44 ms CUDA,  622.65 loss, 0.003298 LR, 2.89 GB used,   9098.63 GFLOPS,    654.88 GOPS
262   73.16 ms run,    2.57 ms python,   70.59 ms CUDA,  619.47 loss, 0.003294 LR, 2.89 GB used,   8951.30 GFLOPS,    654.88 GOPS
263   73.29 ms run,    2.56 ms python,   70.73 ms CUDA,  645.66 loss, 0.003290 LR, 2.89 GB used,   8935.34 GFLOPS,    654.88 GOPS
264   72.03 ms run,    2.57 ms python,   69.47 ms CUDA,  671.79 loss, 0.003285 LR, 2.89 GB used,   9091.61 GFLOPS,    654.88 GOPS
265   72.76 ms run,    2.47 ms python,   70.29 ms CUDA,  624.64 loss, 0.003281 LR, 2.89 GB used,   9000.00 GFLOPS,    654.88 GOPS
266   71.63 ms run,    2.29 ms python,   69.33 ms CUDA,  645.96 loss, 0.003276 LR, 2.89 GB used,   9143.13 GFLOPS,    654.88 GOPS
267   72.30 ms run,    2.57 ms python,   69.73 ms CUDA,  671.58 loss, 0.003272 LR, 2.89 GB used,   9058.30 GFLOPS,    654.88 GOPS
268   73.51 ms run,    2.39 ms python,   71.12 ms CUDA,  629.78 loss, 0.003268 LR, 2.89 GB used,   8908.56 GFLOPS,    654.88 GOPS
269   72.19 ms run,    2.53 ms python,   69.66 ms CUDA,  615.26 loss, 0.003263 LR, 2.89 GB used,   9071.35 GFLOPS,    654.88 GOPS
270   73.04 ms run,    2.60 ms python,   70.44 ms CUDA,  620.92 loss, 0.003259 LR, 2.89 GB used,   8966.50 GFLOPS,    654.88 GOPS
271   74.30 ms run,    2.54 ms python,   71.76 ms CUDA,  616.44 loss, 0.003255 LR, 2.89 GB used,   8814.14 GFLOPS,    654.88 GOPS
272   72.35 ms run,    2.51 ms python,   69.84 ms CUDA,  613.67 loss, 0.003250 LR, 2.89 GB used,   9051.50 GFLOPS,    654.88 GOPS
273   73.14 ms run,    2.52 ms python,   70.62 ms CUDA,  604.82 loss, 0.003246 LR, 2.89 GB used,   8953.59 GFLOPS,    654.88 GOPS
274   74.15 ms run,    2.54 ms python,   71.61 ms CUDA,  629.60 loss, 0.003242 LR, 2.89 GB used,   8831.72 GFLOPS,    654.88 GOPS
275   72.33 ms run,    2.43 ms python,   69.90 ms CUDA,  629.59 loss, 0.003237 LR, 2.89 GB used,   9054.26 GFLOPS,    654.88 GOPS
276   73.25 ms run,    2.51 ms python,   70.74 ms CUDA,  600.92 loss, 0.003233 LR, 2.89 GB used,   8940.29 GFLOPS,    654.88 GOPS
277   74.46 ms run,    2.61 ms python,   71.85 ms CUDA,  614.05 loss, 0.003229 LR, 2.89 GB used,   8795.02 GFLOPS,    654.88 GOPS
278   72.94 ms run,    2.67 ms python,   70.27 ms CUDA,  616.54 loss, 0.003224 LR, 2.89 GB used,   8978.50 GFLOPS,    654.88 GOPS
279   73.57 ms run,    2.30 ms python,   71.27 ms CUDA,  626.12 loss, 0.003220 LR, 2.89 GB used,   8901.97 GFLOPS,    654.88 GOPS
280   74.63 ms run,    2.56 ms python,   72.07 ms CUDA,  634.32 loss, 0.003216 LR, 2.89 GB used,   8775.04 GFLOPS,    654.88 GOPS
281   72.42 ms run,    2.30 ms python,   70.12 ms CUDA,  616.06 loss, 0.003211 LR, 2.89 GB used,   9042.97 GFLOPS,    654.88 GOPS
282   72.96 ms run,    2.51 ms python,   70.46 ms CUDA,  607.48 loss, 0.003207 LR, 2.89 GB used,   8975.60 GFLOPS,    654.88 GOPS
283   74.22 ms run,    2.36 ms python,   71.86 ms CUDA,  609.53 loss, 0.003202 LR, 2.89 GB used,   8823.29 GFLOPS,    654.88 GOPS
284   72.74 ms run,    2.56 ms python,   70.18 ms CUDA,  602.35 loss, 0.003198 LR, 2.89 GB used,   9003.54 GFLOPS,    654.88 GOPS
285   73.55 ms run,    2.51 ms python,   71.04 ms CUDA,  625.76 loss, 0.003194 LR, 2.89 GB used,   8903.30 GFLOPS,    654.88 GOPS
286   74.19 ms run,    2.52 ms python,   71.67 ms CUDA,  617.29 loss, 0.003189 LR, 2.89 GB used,   8826.79 GFLOPS,    654.88 GOPS
287   72.65 ms run,    2.53 ms python,   70.12 ms CUDA,  648.32 loss, 0.003185 LR, 2.89 GB used,   9013.84 GFLOPS,    654.88 GOPS
288   72.93 ms run,    2.42 ms python,   70.51 ms CUDA,  653.02 loss, 0.003181 LR, 2.89 GB used,   8979.62 GFLOPS,    654.88 GOPS
289   74.31 ms run,    2.54 ms python,   71.77 ms CUDA,  640.75 loss, 0.003176 LR, 2.89 GB used,   8812.76 GFLOPS,    654.88 GOPS
290   72.61 ms run,    2.56 ms python,   70.05 ms CUDA,  612.99 loss, 0.003172 LR, 2.89 GB used,   9019.49 GFLOPS,    654.88 GOPS
291   72.79 ms run,    2.60 ms python,   70.20 ms CUDA,  633.08 loss, 0.003168 LR, 2.89 GB used,   8996.30 GFLOPS,    654.88 GOPS
292   74.25 ms run,    2.54 ms python,   71.71 ms CUDA,  637.28 loss, 0.003163 LR, 2.89 GB used,   8820.12 GFLOPS,    654.88 GOPS
293   72.48 ms run,    2.60 ms python,   69.87 ms CUDA,  612.09 loss, 0.003159 LR, 2.89 GB used,   9035.38 GFLOPS,    654.88 GOPS
shuffling training dataset in 77.31 ms (epoch=3)
294  354.10 ms run,  286.44 ms python,   67.66 ms CUDA,  595.92 loss, 0.003155 LR, 2.89 GB used,   1997.21 GFLOPS,    707.21 GOPS
295   68.86 ms run,    2.57 ms python,   66.28 ms CUDA,  626.06 loss, 0.003150 LR, 2.89 GB used,   9510.60 GFLOPS,    654.88 GOPS
296   72.30 ms run,    2.54 ms python,   69.76 ms CUDA,  618.74 loss, 0.003146 LR, 2.89 GB used,   9058.37 GFLOPS,    654.88 GOPS
297   72.74 ms run,    2.34 ms python,   70.40 ms CUDA,  616.05 loss, 0.003142 LR, 2.89 GB used,   9002.48 GFLOPS,    654.88 GOPS
298   72.52 ms run,    2.52 ms python,   70.00 ms CUDA,  593.68 loss, 0.003137 LR, 2.89 GB used,   9030.09 GFLOPS,    654.88 GOPS
299   72.82 ms run,    2.55 ms python,   70.27 ms CUDA,  603.70 loss, 0.003133 LR, 2.89 GB used,   8992.79 GFLOPS,    654.88 GOPS
300   74.15 ms run,    2.54 ms python,   71.61 ms CUDA,  616.18 loss, 0.003128 LR, 2.89 GB used,   8831.59 GFLOPS,    654.88 GOPS
301   72.47 ms run,    2.55 ms python,   69.92 ms CUDA,  613.58 loss, 0.003124 LR, 2.89 GB used,   9036.97 GFLOPS,    654.88 GOPS
302   73.10 ms run,    2.55 ms python,   70.55 ms CUDA,  613.54 loss, 0.003120 LR, 2.89 GB used,   8958.59 GFLOPS,    654.88 GOPS
303   74.50 ms run,    2.57 ms python,   71.93 ms CUDA,  606.35 loss, 0.003115 LR, 2.89 GB used,   8790.63 GFLOPS,    654.88 GOPS
304   72.48 ms run,    2.45 ms python,   70.02 ms CUDA,  591.48 loss, 0.003111 LR, 2.89 GB used,   9035.56 GFLOPS,    654.88 GOPS
305   72.77 ms run,    2.52 ms python,   70.25 ms CUDA,  619.96 loss, 0.003107 LR, 2.89 GB used,   8999.35 GFLOPS,    654.88 GOPS
306   74.48 ms run,    2.43 ms python,   72.05 ms CUDA,  598.54 loss, 0.003102 LR, 2.89 GB used,   8793.03 GFLOPS,    654.88 GOPS
307   72.59 ms run,    2.54 ms python,   70.05 ms CUDA,  613.82 loss, 0.003098 LR, 2.89 GB used,   9021.35 GFLOPS,    654.88 GOPS
308   72.94 ms run,    2.26 ms python,   70.67 ms CUDA,  618.16 loss, 0.003094 LR, 2.89 GB used,   8978.90 GFLOPS,    654.88 GOPS
309   74.68 ms run,    2.50 ms python,   72.18 ms CUDA,  589.72 loss, 0.003089 LR, 2.89 GB used,   8768.88 GFLOPS,    654.88 GOPS
310   72.67 ms run,    2.52 ms python,   70.15 ms CUDA,  617.42 loss, 0.003085 LR, 2.89 GB used,   9011.24 GFLOPS,    654.88 GOPS
311   72.60 ms run,    2.53 ms python,   70.07 ms CUDA,  634.29 loss, 0.003081 LR, 2.89 GB used,   9020.28 GFLOPS,    654.88 GOPS
312   74.05 ms run,    2.50 ms python,   71.55 ms CUDA,  628.66 loss, 0.003076 LR, 2.89 GB used,   8844.02 GFLOPS,    654.88 GOPS
313   72.22 ms run,    2.54 ms python,   69.68 ms CUDA,  611.29 loss, 0.003072 LR, 2.89 GB used,   9068.16 GFLOPS,    654.88 GOPS
314   73.59 ms run,    2.53 ms python,   71.06 ms CUDA,  611.33 loss, 0.003068 LR, 2.89 GB used,   8898.60 GFLOPS,    654.88 GOPS
315   74.49 ms run,    2.54 ms python,   71.96 ms CUDA,  606.03 loss, 0.003063 LR, 2.89 GB used,   8791.34 GFLOPS,    654.88 GOPS
316   72.88 ms run,    2.67 ms python,   70.21 ms CUDA,  620.45 loss, 0.003059 LR, 2.89 GB used,   8986.03 GFLOPS,    654.88 GOPS
317   73.05 ms run,    2.56 ms python,   70.49 ms CUDA,  624.90 loss, 0.003054 LR, 2.89 GB used,   8964.54 GFLOPS,    654.88 GOPS
318   74.13 ms run,    2.57 ms python,   71.55 ms CUDA,  616.13 loss, 0.003050 LR, 2.89 GB used,   8834.69 GFLOPS,    654.88 GOPS
319   72.34 ms run,    2.57 ms python,   69.77 ms CUDA,  600.00 loss, 0.003046 LR, 2.89 GB used,   9052.85 GFLOPS,    654.88 GOPS
320   72.76 ms run,    2.53 ms python,   70.23 ms CUDA,  596.37 loss, 0.003041 LR, 2.89 GB used,   9000.98 GFLOPS,    654.88 GOPS
321   74.44 ms run,    2.46 ms python,   71.98 ms CUDA,  581.14 loss, 0.003037 LR, 2.89 GB used,   8797.84 GFLOPS,    654.88 GOPS
322   72.82 ms run,    2.59 ms python,   70.24 ms CUDA,  584.11 loss, 0.003033 LR, 2.89 GB used,   8992.84 GFLOPS,    654.88 GOPS
323   72.83 ms run,    2.46 ms python,   70.38 ms CUDA,  595.56 loss, 0.003028 LR, 2.89 GB used,   8991.43 GFLOPS,    654.88 GOPS
324   74.48 ms run,    2.67 ms python,   71.82 ms CUDA,  608.52 loss, 0.003024 LR, 2.89 GB used,   8792.17 GFLOPS,    654.88 GOPS
325   72.24 ms run,    2.49 ms python,   69.76 ms CUDA,  604.61 loss, 0.003020 LR, 2.89 GB used,   9064.96 GFLOPS,    654.88 GOPS
326   72.52 ms run,    2.55 ms python,   69.97 ms CUDA,  614.76 loss, 0.003015 LR, 2.89 GB used,   9030.37 GFLOPS,    654.88 GOPS
327   74.71 ms run,    2.52 ms python,   72.19 ms CUDA,  607.13 loss, 0.003011 LR, 2.89 GB used,   8765.71 GFLOPS,    654.88 GOPS
328   72.91 ms run,    2.55 ms python,   70.36 ms CUDA,  612.60 loss, 0.003007 LR, 2.89 GB used,   8982.48 GFLOPS,    654.88 GOPS
329   73.10 ms run,    2.55 ms python,   70.55 ms CUDA,  597.70 loss, 0.003002 LR, 2.89 GB used,   8958.24 GFLOPS,    654.88 GOPS
330   74.47 ms run,    2.61 ms python,   71.86 ms CUDA,  594.61 loss, 0.002998 LR, 2.89 GB used,   8794.09 GFLOPS,    654.88 GOPS
331   72.13 ms run,    2.50 ms python,   69.64 ms CUDA,  610.67 loss, 0.002994 LR, 2.89 GB used,   9078.57 GFLOPS,    654.88 GOPS
332   72.79 ms run,    2.57 ms python,   70.22 ms CUDA,  615.93 loss, 0.002989 LR, 2.89 GB used,   8997.01 GFLOPS,    654.88 GOPS
333   74.13 ms run,    2.57 ms python,   71.56 ms CUDA,  607.80 loss, 0.002985 LR, 2.89 GB used,   8834.36 GFLOPS,    654.88 GOPS
334   72.37 ms run,    2.46 ms python,   69.90 ms CUDA,  590.91 loss, 0.002980 LR, 2.89 GB used,   9049.44 GFLOPS,    654.88 GOPS
335   73.42 ms run,    2.54 ms python,   70.88 ms CUDA,  604.12 loss, 0.002976 LR, 2.89 GB used,   8919.15 GFLOPS,    654.88 GOPS
336   74.41 ms run,    2.35 ms python,   72.06 ms CUDA,  618.17 loss, 0.002972 LR, 2.89 GB used,   8800.92 GFLOPS,    654.88 GOPS
337   72.79 ms run,    2.52 ms python,   70.27 ms CUDA,  600.99 loss, 0.002967 LR, 2.89 GB used,   8996.72 GFLOPS,    654.88 GOPS
338   73.17 ms run,    2.62 ms python,   70.55 ms CUDA,  615.22 loss, 0.002963 LR, 2.89 GB used,   8950.27 GFLOPS,    654.88 GOPS
339   74.77 ms run,    2.56 ms python,   72.22 ms CUDA,  597.27 loss, 0.002959 LR, 2.89 GB used,   8758.09 GFLOPS,    654.88 GOPS
340   72.62 ms run,    2.53 ms python,   70.09 ms CUDA,  609.55 loss, 0.002954 LR, 2.89 GB used,   9017.61 GFLOPS,    654.88 GOPS
341   72.91 ms run,    2.51 ms python,   70.40 ms CUDA,  593.95 loss, 0.002950 LR, 2.89 GB used,   8981.55 GFLOPS,    654.88 GOPS
342   74.11 ms run,    2.31 ms python,   71.80 ms CUDA,  624.93 loss, 0.002946 LR, 2.89 GB used,   8836.89 GFLOPS,    654.88 GOPS
343   72.78 ms run,    2.57 ms python,   70.21 ms CUDA,  604.71 loss, 0.002941 LR, 2.89 GB used,   8997.84 GFLOPS,    654.88 GOPS
