shuffling training dataset in 2679.02 ms (epoch=0)
  0 7241.78 ms run, 7240.73 ms python,    1.05 ms CUDA, 1185.37 loss, 0.000015 LR, 0.89 GB used,     90.90 GFLOPS,    658.26 GOPS
171   71.43 ms run,    3.91 ms python,   67.51 ms CUDA,  621.55 loss, 0.002571 LR, 2.09 GB used,   9168.38 GFLOPS,    654.88 GOPS
172   72.13 ms run,    3.83 ms python,   68.31 ms CUDA,  664.71 loss, 0.002586 LR, 2.09 GB used,   9078.69 GFLOPS,    654.88 GOPS
173   71.14 ms run,    3.86 ms python,   67.28 ms CUDA,  642.01 loss, 0.002601 LR, 2.09 GB used,   9205.72 GFLOPS,    654.88 GOPS
174   72.32 ms run,    3.79 ms python,   68.52 ms CUDA,  632.59 loss, 0.002615 LR, 2.09 GB used,   9055.54 GFLOPS,    654.88 GOPS
175   71.59 ms run,    3.86 ms python,   67.73 ms CUDA,  638.18 loss, 0.002630 LR, 2.09 GB used,   9147.38 GFLOPS,    654.88 GOPS
176   71.97 ms run,    3.88 ms python,   68.09 ms CUDA,  651.12 loss, 0.002645 LR, 2.09 GB used,   9099.30 GFLOPS,    654.88 GOPS
177   72.78 ms run,    3.85 ms python,   68.93 ms CUDA,  635.62 loss, 0.002660 LR, 2.09 GB used,   8998.12 GFLOPS,    654.88 GOPS
178   71.45 ms run,    3.84 ms python,   67.61 ms CUDA,  670.35 loss, 0.002675 LR, 2.09 GB used,   9165.31 GFLOPS,    654.88 GOPS
179   72.35 ms run,    3.76 ms python,   68.59 ms CUDA,  655.62 loss, 0.002690 LR, 2.09 GB used,   9051.62 GFLOPS,    654.88 GOPS
180   71.72 ms run,    3.93 ms python,   67.78 ms CUDA,  670.74 loss, 0.002705 LR, 2.09 GB used,   9131.63 GFLOPS,    654.88 GOPS
181   71.57 ms run,    3.77 ms python,   67.80 ms CUDA,  677.20 loss, 0.002720 LR, 2.09 GB used,   9150.21 GFLOPS,    654.88 GOPS
182   72.81 ms run,    3.85 ms python,   68.96 ms CUDA,  686.30 loss, 0.002735 LR, 2.09 GB used,   8994.42 GFLOPS,    654.88 GOPS
183   71.51 ms run,    3.84 ms python,   67.67 ms CUDA,  657.40 loss, 0.002750 LR, 2.09 GB used,   9157.29 GFLOPS,    654.88 GOPS
184   72.39 ms run,    3.84 ms python,   68.55 ms CUDA,  620.50 loss, 0.002765 LR, 2.09 GB used,   9045.93 GFLOPS,    654.88 GOPS
185   71.41 ms run,    3.87 ms python,   67.53 ms CUDA,  629.26 loss, 0.002780 LR, 2.09 GB used,   9171.22 GFLOPS,    654.88 GOPS
186   71.55 ms run,    3.89 ms python,   67.66 ms CUDA,  659.64 loss, 0.002795 LR, 2.09 GB used,   9152.81 GFLOPS,    654.88 GOPS
187   72.67 ms run,    3.85 ms python,   68.81 ms CUDA,  668.06 loss, 0.002810 LR, 2.09 GB used,   9011.94 GFLOPS,    654.88 GOPS
188   71.27 ms run,    3.77 ms python,   67.50 ms CUDA,  674.79 loss, 0.002825 LR, 2.09 GB used,   9188.71 GFLOPS,    654.88 GOPS
189   72.21 ms run,    3.90 ms python,   68.32 ms CUDA,  639.21 loss, 0.002840 LR, 2.09 GB used,   9068.63 GFLOPS,    654.88 GOPS
190   71.70 ms run,    3.84 ms python,   67.85 ms CUDA,  655.71 loss, 0.002855 LR, 2.09 GB used,   9133.89 GFLOPS,    654.88 GOPS
191   72.08 ms run,    3.88 ms python,   68.21 ms CUDA,  662.99 loss, 0.002870 LR, 2.09 GB used,   9084.88 GFLOPS,    654.88 GOPS
192   72.90 ms run,    3.79 ms python,   69.11 ms CUDA,  660.80 loss, 0.002885 LR, 2.09 GB used,   8983.74 GFLOPS,    654.88 GOPS
193   71.27 ms run,    3.95 ms python,   67.32 ms CUDA,  665.62 loss, 0.002899 LR, 2.09 GB used,   9188.57 GFLOPS,    654.88 GOPS
194   72.37 ms run,    3.87 ms python,   68.50 ms CUDA,  652.20 loss, 0.002914 LR, 2.09 GB used,   9048.52 GFLOPS,    654.88 GOPS
195   71.80 ms run,    3.84 ms python,   67.95 ms CUDA,  599.17 loss, 0.002929 LR, 2.09 GB used,   9121.17 GFLOPS,    654.88 GOPS
shuffling training dataset in 1852.64 ms (epoch=2)
196 1918.86 ms run, 1857.09 ms python,   61.77 ms CUDA,  623.05 loss, 0.002944 LR, 2.09 GB used,    342.07 GFLOPS,    656.38 GOPS
197   71.07 ms run,    4.30 ms python,   66.77 ms CUDA,  669.12 loss, 0.002959 LR, 2.09 GB used,   9214.15 GFLOPS,    654.88 GOPS
198   72.83 ms run,    4.24 ms python,   68.59 ms CUDA,  662.31 loss, 0.002974 LR, 2.09 GB used,   8991.39 GFLOPS,    654.88 GOPS
199   71.49 ms run,    3.88 ms python,   67.61 ms CUDA,  684.79 loss, 0.002989 LR, 2.09 GB used,   9160.20 GFLOPS,    654.88 GOPS
200   72.38 ms run,    4.11 ms python,   68.27 ms CUDA,  686.31 loss, 0.003004 LR, 2.09 GB used,   9047.85 GFLOPS,    654.88 GOPS
201   71.52 ms run,    4.11 ms python,   67.42 ms CUDA,  664.24 loss, 0.003019 LR, 2.09 GB used,   9156.42 GFLOPS,    654.88 GOPS
202   72.24 ms run,    4.00 ms python,   68.24 ms CUDA,  649.54 loss, 0.003034 LR, 2.09 GB used,   9064.94 GFLOPS,    654.88 GOPS
203   73.17 ms run,    3.82 ms python,   69.35 ms CUDA,  642.44 loss, 0.003049 LR, 2.09 GB used,   8949.72 GFLOPS,    654.88 GOPS
204   71.28 ms run,    3.88 ms python,   67.40 ms CUDA,  649.94 loss, 0.003064 LR, 2.09 GB used,   9187.73 GFLOPS,    654.88 GOPS
205   71.82 ms run,    3.88 ms python,   67.94 ms CUDA,  667.86 loss, 0.003079 LR, 2.09 GB used,   9118.05 GFLOPS,    654.88 GOPS
206   71.48 ms run,    3.88 ms python,   67.60 ms CUDA,  659.45 loss, 0.003094 LR, 2.09 GB used,   9162.16 GFLOPS,    654.88 GOPS
207   71.89 ms run,    3.94 ms python,   67.95 ms CUDA,  619.31 loss, 0.003109 LR, 2.09 GB used,   9110.05 GFLOPS,    654.88 GOPS
208   73.08 ms run,    3.90 ms python,   69.18 ms CUDA,  622.92 loss, 0.003124 LR, 2.09 GB used,   8961.69 GFLOPS,    654.88 GOPS
209   71.39 ms run,    3.90 ms python,   67.49 ms CUDA,  617.04 loss, 0.003139 LR, 2.09 GB used,   9173.07 GFLOPS,    654.88 GOPS
210   72.31 ms run,    3.89 ms python,   68.41 ms CUDA,  644.15 loss, 0.003154 LR, 2.09 GB used,   9056.86 GFLOPS,    654.88 GOPS
211   71.46 ms run,    3.91 ms python,   67.56 ms CUDA,  623.40 loss, 0.003168 LR, 2.09 GB used,   9164.10 GFLOPS,    654.88 GOPS
212   71.97 ms run,    3.79 ms python,   68.18 ms CUDA,  619.47 loss, 0.003183 LR, 2.09 GB used,   9099.05 GFLOPS,    654.88 GOPS
213   73.61 ms run,    3.83 ms python,   69.79 ms CUDA,  647.98 loss, 0.003198 LR, 2.09 GB used,   8896.49 GFLOPS,    654.88 GOPS
214   71.77 ms run,    3.91 ms python,   67.86 ms CUDA,  671.41 loss, 0.003213 LR, 2.09 GB used,   9124.31 GFLOPS,    654.88 GOPS
215   72.75 ms run,    3.91 ms python,   68.83 ms CUDA,  666.02 loss, 0.003228 LR, 2.09 GB used,   9001.97 GFLOPS,    654.88 GOPS
216   72.01 ms run,    3.93 ms python,   68.07 ms CUDA,  657.10 loss, 0.003243 LR, 2.09 GB used,   9094.78 GFLOPS,    654.88 GOPS
217   71.61 ms run,    3.74 ms python,   67.87 ms CUDA,  637.74 loss, 0.003258 LR, 2.09 GB used,   9145.35 GFLOPS,    654.88 GOPS
218   72.56 ms run,    3.94 ms python,   68.62 ms CUDA,  628.51 loss, 0.003273 LR, 2.09 GB used,   9025.14 GFLOPS,    654.88 GOPS
219   71.59 ms run,    3.92 ms python,   67.67 ms CUDA,  646.87 loss, 0.003288 LR, 2.09 GB used,   9147.80 GFLOPS,    654.88 GOPS
220   72.50 ms run,    3.94 ms python,   68.56 ms CUDA,  636.96 loss, 0.003303 LR, 2.09 GB used,   9032.76 GFLOPS,    654.88 GOPS
221   72.27 ms run,    3.88 ms python,   68.39 ms CUDA,  624.42 loss, 0.003318 LR, 2.09 GB used,   9061.05 GFLOPS,    654.88 GOPS
222   71.73 ms run,    3.91 ms python,   67.82 ms CUDA,  641.84 loss, 0.003333 LR, 2.09 GB used,   9129.77 GFLOPS,    654.88 GOPS
223   72.64 ms run,    3.94 ms python,   68.70 ms CUDA,  684.07 loss, 0.003348 LR, 2.09 GB used,   9015.17 GFLOPS,    654.88 GOPS
224   71.53 ms run,    3.66 ms python,   67.87 ms CUDA,  660.08 loss, 0.003363 LR, 2.09 GB used,   9155.72 GFLOPS,    654.88 GOPS
225   72.50 ms run,    3.92 ms python,   68.58 ms CUDA,  627.45 loss, 0.003378 LR, 2.09 GB used,   9032.89 GFLOPS,    654.88 GOPS
226   72.68 ms run,    3.88 ms python,   68.80 ms CUDA,  638.44 loss, 0.003393 LR, 2.09 GB used,   9010.86 GFLOPS,    654.88 GOPS
227   71.77 ms run,    4.00 ms python,   67.77 ms CUDA,  622.82 loss, 0.003408 LR, 2.09 GB used,   9124.51 GFLOPS,    654.88 GOPS
228   72.23 ms run,    3.93 ms python,   68.30 ms CUDA,  638.23 loss, 0.003423 LR, 2.09 GB used,   9066.62 GFLOPS,    654.88 GOPS
229   71.50 ms run,    3.91 ms python,   67.59 ms CUDA,  650.72 loss, 0.003437 LR, 2.09 GB used,   9159.50 GFLOPS,    654.88 GOPS
230   72.73 ms run,    4.59 ms python,   68.14 ms CUDA,  621.17 loss, 0.003433 LR, 2.09 GB used,   9003.64 GFLOPS,    654.88 GOPS
231   73.09 ms run,    3.85 ms python,   69.24 ms CUDA,  647.76 loss, 0.003429 LR, 2.09 GB used,   8959.71 GFLOPS,    654.88 GOPS
232   71.51 ms run,    3.93 ms python,   67.58 ms CUDA,  652.81 loss, 0.003424 LR, 2.09 GB used,   9158.21 GFLOPS,    654.88 GOPS
233   72.75 ms run,    3.92 ms python,   68.83 ms CUDA,  688.40 loss, 0.003420 LR, 2.09 GB used,   9001.33 GFLOPS,    654.88 GOPS
234   71.83 ms run,    3.86 ms python,   67.97 ms CUDA,  688.25 loss, 0.003416 LR, 2.09 GB used,   9117.01 GFLOPS,    654.88 GOPS
235   72.24 ms run,    3.91 ms python,   68.33 ms CUDA,  680.91 loss, 0.003411 LR, 2.09 GB used,   9065.50 GFLOPS,    654.88 GOPS
236   72.86 ms run,    3.85 ms python,   69.01 ms CUDA,  661.92 loss, 0.003407 LR, 2.09 GB used,   8988.33 GFLOPS,    654.88 GOPS
237   71.70 ms run,    3.82 ms python,   67.88 ms CUDA,  638.85 loss, 0.003403 LR, 2.09 GB used,   9133.95 GFLOPS,    654.88 GOPS
238   72.60 ms run,    3.89 ms python,   68.71 ms CUDA,  669.57 loss, 0.003398 LR, 2.09 GB used,   9020.10 GFLOPS,    654.88 GOPS
239   74.16 ms run,    5.29 ms python,   68.87 ms CUDA,  634.90 loss, 0.003394 LR, 2.09 GB used,   8830.15 GFLOPS,    654.88 GOPS
240   71.99 ms run,    3.86 ms python,   68.13 ms CUDA,  636.16 loss, 0.003390 LR, 2.09 GB used,   9096.73 GFLOPS,    654.88 GOPS
241   72.59 ms run,    3.80 ms python,   68.80 ms CUDA,  656.48 loss, 0.003385 LR, 2.09 GB used,   9021.16 GFLOPS,    654.88 GOPS
242   71.74 ms run,    3.81 ms python,   67.93 ms CUDA,  641.03 loss, 0.003381 LR, 2.09 GB used,   9127.99 GFLOPS,    654.88 GOPS
243   72.06 ms run,    3.74 ms python,   68.32 ms CUDA,  625.44 loss, 0.003377 LR, 2.09 GB used,   9087.85 GFLOPS,    654.88 GOPS
244   72.73 ms run,    3.73 ms python,   69.00 ms CUDA,  626.36 loss, 0.003372 LR, 2.09 GB used,   9004.06 GFLOPS,    654.88 GOPS
245   71.33 ms run,    3.94 ms python,   67.38 ms CUDA,  653.05 loss, 0.003368 LR, 2.09 GB used,   9181.36 GFLOPS,    654.88 GOPS
246   70.40 ms run,    3.88 ms python,   66.53 ms CUDA,  658.09 loss, 0.003364 LR, 2.09 GB used,   9301.73 GFLOPS,    654.88 GOPS
247   70.53 ms run,    3.89 ms python,   66.64 ms CUDA,  648.72 loss, 0.003359 LR, 2.09 GB used,   9285.30 GFLOPS,    654.88 GOPS
248   69.75 ms run,    3.85 ms python,   65.91 ms CUDA,  658.56 loss, 0.003355 LR, 2.09 GB used,   9388.82 GFLOPS,    654.88 GOPS
249   71.81 ms run,    3.90 ms python,   67.91 ms CUDA,  682.60 loss, 0.003350 LR, 2.09 GB used,   9119.91 GFLOPS,    654.88 GOPS
250   72.31 ms run,    3.83 ms python,   68.48 ms CUDA,  662.97 loss, 0.003346 LR, 2.09 GB used,   9056.73 GFLOPS,    654.88 GOPS
251   72.96 ms run,    3.73 ms python,   69.23 ms CUDA,  658.27 loss, 0.003342 LR, 2.09 GB used,   8976.04 GFLOPS,    654.88 GOPS
252   72.12 ms run,    3.85 ms python,   68.27 ms CUDA,  649.80 loss, 0.003337 LR, 2.09 GB used,   9080.18 GFLOPS,    654.88 GOPS
253   72.91 ms run,    3.79 ms python,   69.12 ms CUDA,  619.21 loss, 0.003333 LR, 2.09 GB used,   8981.53 GFLOPS,    654.88 GOPS
254   72.71 ms run,    3.86 ms python,   68.85 ms CUDA,  640.01 loss, 0.003329 LR, 2.09 GB used,   9006.81 GFLOPS,    654.88 GOPS
255   71.87 ms run,    3.88 ms python,   67.99 ms CUDA,  639.85 loss, 0.003324 LR, 2.09 GB used,   9112.06 GFLOPS,    654.88 GOPS
256   72.39 ms run,    3.88 ms python,   68.51 ms CUDA,  606.37 loss, 0.003320 LR, 2.09 GB used,   9046.54 GFLOPS,    654.88 GOPS
257   71.65 ms run,    3.86 ms python,   67.78 ms CUDA,  619.24 loss, 0.003316 LR, 2.09 GB used,   9140.39 GFLOPS,    654.88 GOPS
258   72.48 ms run,    3.84 ms python,   68.64 ms CUDA,  641.40 loss, 0.003311 LR, 2.09 GB used,   9035.36 GFLOPS,    654.88 GOPS
259   73.75 ms run,    3.88 ms python,   69.87 ms CUDA,  637.86 loss, 0.003307 LR, 2.09 GB used,   8880.00 GFLOPS,    654.88 GOPS
260   71.60 ms run,    3.63 ms python,   67.97 ms CUDA,  642.12 loss, 0.003303 LR, 2.09 GB used,   9146.09 GFLOPS,    654.88 GOPS
261   73.02 ms run,    3.88 ms python,   69.14 ms CUDA,  627.81 loss, 0.003298 LR, 2.09 GB used,   8968.44 GFLOPS,    654.88 GOPS
262   72.27 ms run,    3.85 ms python,   68.42 ms CUDA,  629.62 loss, 0.003294 LR, 2.09 GB used,   9062.07 GFLOPS,    654.88 GOPS
263   72.14 ms run,    3.85 ms python,   68.29 ms CUDA,  618.27 loss, 0.003290 LR, 2.09 GB used,   9077.31 GFLOPS,    654.88 GOPS
264   72.58 ms run,    3.86 ms python,   68.73 ms CUDA,  641.03 loss, 0.003285 LR, 2.09 GB used,   9022.40 GFLOPS,    654.88 GOPS
265   72.00 ms run,    3.82 ms python,   68.17 ms CUDA,  617.75 loss, 0.003281 LR, 2.09 GB used,   9095.90 GFLOPS,    654.88 GOPS
266   72.67 ms run,    3.85 ms python,   68.82 ms CUDA,  646.42 loss, 0.003276 LR, 2.09 GB used,   9011.60 GFLOPS,    654.88 GOPS
267   73.87 ms run,    3.76 ms python,   70.11 ms CUDA,  657.13 loss, 0.003272 LR, 2.09 GB used,   8865.65 GFLOPS,    654.88 GOPS
268   72.16 ms run,    3.80 ms python,   68.36 ms CUDA,  663.97 loss, 0.003268 LR, 2.09 GB used,   9075.62 GFLOPS,    654.88 GOPS
269   72.71 ms run,    3.62 ms python,   69.09 ms CUDA,  627.53 loss, 0.003263 LR, 2.09 GB used,   9006.83 GFLOPS,    654.88 GOPS
270   73.29 ms run,    3.83 ms python,   69.46 ms CUDA,  611.01 loss, 0.003259 LR, 2.09 GB used,   8935.14 GFLOPS,    654.88 GOPS
271   71.56 ms run,    3.72 ms python,   67.84 ms CUDA,  623.11 loss, 0.003255 LR, 2.09 GB used,   9151.53 GFLOPS,    654.88 GOPS
272   72.67 ms run,    3.93 ms python,   68.74 ms CUDA,  619.22 loss, 0.003250 LR, 2.09 GB used,   9012.23 GFLOPS,    654.88 GOPS
273   71.84 ms run,    3.87 ms python,   67.97 ms CUDA,  621.67 loss, 0.003246 LR, 2.09 GB used,   9116.41 GFLOPS,    654.88 GOPS
274   72.39 ms run,    3.85 ms python,   68.53 ms CUDA,  614.26 loss, 0.003242 LR, 2.09 GB used,   9046.94 GFLOPS,    654.88 GOPS
275   73.01 ms run,    3.64 ms python,   69.37 ms CUDA,  630.90 loss, 0.003237 LR, 2.09 GB used,   8970.01 GFLOPS,    654.88 GOPS
276   72.11 ms run,    3.87 ms python,   68.24 ms CUDA,  630.53 loss, 0.003233 LR, 2.09 GB used,   9081.35 GFLOPS,    654.88 GOPS
277   73.09 ms run,    3.94 ms python,   69.16 ms CUDA,  626.60 loss, 0.003229 LR, 2.09 GB used,   8959.46 GFLOPS,    654.88 GOPS
278   73.32 ms run,    3.90 ms python,   69.42 ms CUDA,  613.87 loss, 0.003224 LR, 2.09 GB used,   8931.80 GFLOPS,    654.88 GOPS
279   71.83 ms run,    3.83 ms python,   68.00 ms CUDA,  641.27 loss, 0.003220 LR, 2.09 GB used,   9116.70 GFLOPS,    654.88 GOPS
280   72.66 ms run,    3.91 ms python,   68.75 ms CUDA,  627.94 loss, 0.003216 LR, 2.09 GB used,   9013.36 GFLOPS,    654.88 GOPS
281   71.89 ms run,    3.85 ms python,   68.04 ms CUDA,  620.40 loss, 0.003211 LR, 2.09 GB used,   9108.83 GFLOPS,    654.88 GOPS
282   72.02 ms run,    3.76 ms python,   68.27 ms CUDA,  628.55 loss, 0.003207 LR, 2.09 GB used,   9092.59 GFLOPS,    654.88 GOPS
283   73.30 ms run,    3.87 ms python,   69.43 ms CUDA,  636.55 loss, 0.003202 LR, 2.09 GB used,   8934.41 GFLOPS,    654.88 GOPS
284   72.23 ms run,    3.92 ms python,   68.31 ms CUDA,  631.88 loss, 0.003198 LR, 2.09 GB used,   9066.33 GFLOPS,    654.88 GOPS
285   72.91 ms run,    3.86 ms python,   69.05 ms CUDA,  611.19 loss, 0.003194 LR, 2.09 GB used,   8981.89 GFLOPS,    654.88 GOPS
286   73.42 ms run,    3.85 ms python,   69.57 ms CUDA,  611.56 loss, 0.003189 LR, 2.09 GB used,   8919.57 GFLOPS,    654.88 GOPS
287   71.88 ms run,    3.89 ms python,   68.00 ms CUDA,  633.91 loss, 0.003185 LR, 2.09 GB used,   9110.19 GFLOPS,    654.88 GOPS
288   72.48 ms run,    3.85 ms python,   68.64 ms CUDA,  597.78 loss, 0.003181 LR, 2.09 GB used,   9035.14 GFLOPS,    654.88 GOPS
289   72.00 ms run,    3.83 ms python,   68.17 ms CUDA,  600.91 loss, 0.003176 LR, 2.09 GB used,   9095.94 GFLOPS,    654.88 GOPS
290   72.64 ms run,    3.89 ms python,   68.75 ms CUDA,  595.48 loss, 0.003172 LR, 2.09 GB used,   9015.47 GFLOPS,    654.88 GOPS
291   73.30 ms run,    3.86 ms python,   69.45 ms CUDA,  625.27 loss, 0.003168 LR, 2.09 GB used,   8933.89 GFLOPS,    654.88 GOPS
292   72.46 ms run,    3.88 ms python,   68.57 ms CUDA,  627.91 loss, 0.003163 LR, 2.09 GB used,   9038.32 GFLOPS,    654.88 GOPS
293   72.89 ms run,    3.79 ms python,   69.10 ms CUDA,  584.25 loss, 0.003159 LR, 2.09 GB used,   8984.39 GFLOPS,    654.88 GOPS
shuffling training dataset in 1848.55 ms (epoch=3)
294 1916.67 ms run, 1853.02 ms python,   63.65 ms CUDA,  632.60 loss, 0.003155 LR, 2.09 GB used,    342.46 GFLOPS,    656.38 GOPS
295   71.88 ms run,    4.18 ms python,   67.71 ms CUDA,  618.97 loss, 0.003150 LR, 2.09 GB used,   9110.25 GFLOPS,    654.88 GOPS
296   71.85 ms run,    3.92 ms python,   67.93 ms CUDA,  645.62 loss, 0.003146 LR, 2.09 GB used,   9114.60 GFLOPS,    654.88 GOPS
297   70.63 ms run,    3.99 ms python,   66.64 ms CUDA,  617.02 loss, 0.003142 LR, 2.09 GB used,   9271.75 GFLOPS,    654.88 GOPS
298   69.69 ms run,    4.05 ms python,   65.64 ms CUDA,  617.04 loss, 0.003137 LR, 2.09 GB used,   9397.00 GFLOPS,    654.88 GOPS
299   72.72 ms run,    3.98 ms python,   68.74 ms CUDA,  617.44 loss, 0.003133 LR, 2.09 GB used,   9005.65 GFLOPS,    654.88 GOPS
300   72.59 ms run,    4.08 ms python,   68.51 ms CUDA,  593.22 loss, 0.003128 LR, 2.09 GB used,   9021.39 GFLOPS,    654.88 GOPS
301   72.41 ms run,    3.86 ms python,   68.54 ms CUDA,  612.77 loss, 0.003124 LR, 2.09 GB used,   9044.52 GFLOPS,    654.88 GOPS
302   73.52 ms run,    3.93 ms python,   69.59 ms CUDA,  606.45 loss, 0.003120 LR, 2.09 GB used,   8907.57 GFLOPS,    654.88 GOPS
303   72.06 ms run,    3.95 ms python,   68.10 ms CUDA,  608.60 loss, 0.003115 LR, 2.09 GB used,   9088.03 GFLOPS,    654.88 GOPS
304   72.85 ms run,    3.89 ms python,   68.95 ms CUDA,  619.19 loss, 0.003111 LR, 2.09 GB used,   8989.93 GFLOPS,    654.88 GOPS
305   72.58 ms run,    3.87 ms python,   68.72 ms CUDA,  614.31 loss, 0.003107 LR, 2.09 GB used,   9022.24 GFLOPS,    654.88 GOPS
306   72.21 ms run,    3.92 ms python,   68.30 ms CUDA,  614.87 loss, 0.003102 LR, 2.09 GB used,   9068.60 GFLOPS,    654.88 GOPS
307   72.49 ms run,    3.89 ms python,   68.60 ms CUDA,  611.82 loss, 0.003098 LR, 2.09 GB used,   9034.24 GFLOPS,    654.88 GOPS
308   72.12 ms run,    4.00 ms python,   68.12 ms CUDA,  606.53 loss, 0.003094 LR, 2.09 GB used,   9080.15 GFLOPS,    654.88 GOPS
309   72.32 ms run,    3.91 ms python,   68.41 ms CUDA,  596.96 loss, 0.003089 LR, 2.09 GB used,   9055.24 GFLOPS,    654.88 GOPS
310   73.81 ms run,    3.88 ms python,   69.93 ms CUDA,  607.38 loss, 0.003085 LR, 2.09 GB used,   8872.09 GFLOPS,    654.88 GOPS
311   72.12 ms run,    3.86 ms python,   68.25 ms CUDA,  593.07 loss, 0.003081 LR, 2.09 GB used,   9080.80 GFLOPS,    654.88 GOPS
312   73.21 ms run,    3.88 ms python,   69.34 ms CUDA,  653.67 loss, 0.003076 LR, 2.09 GB used,   8945.17 GFLOPS,    654.88 GOPS
313   73.71 ms run,    3.90 ms python,   69.81 ms CUDA,  621.19 loss, 0.003072 LR, 2.09 GB used,   8884.51 GFLOPS,    654.88 GOPS
314   72.24 ms run,    3.85 ms python,   68.39 ms CUDA,  624.84 loss, 0.003068 LR, 2.09 GB used,   9064.88 GFLOPS,    654.88 GOPS
315   73.07 ms run,    3.83 ms python,   69.24 ms CUDA,  630.56 loss, 0.003063 LR, 2.09 GB used,   8962.34 GFLOPS,    654.88 GOPS
316   72.42 ms run,    3.83 ms python,   68.59 ms CUDA,  621.45 loss, 0.003059 LR, 2.09 GB used,   9042.68 GFLOPS,    654.88 GOPS
317   71.85 ms run,    3.88 ms python,   67.97 ms CUDA,  586.50 loss, 0.003054 LR, 2.09 GB used,   9114.93 GFLOPS,    654.88 GOPS
318   72.36 ms run,    3.83 ms python,   68.53 ms CUDA,  618.42 loss, 0.003050 LR, 2.09 GB used,   9050.20 GFLOPS,    654.88 GOPS
319   72.06 ms run,    3.84 ms python,   68.22 ms CUDA,  606.64 loss, 0.003046 LR, 2.09 GB used,   9088.09 GFLOPS,    654.88 GOPS
320   72.57 ms run,    3.77 ms python,   68.80 ms CUDA,  601.24 loss, 0.003041 LR, 2.09 GB used,   9024.24 GFLOPS,    654.88 GOPS
321   74.20 ms run,    3.75 ms python,   70.46 ms CUDA,  622.50 loss, 0.003037 LR, 2.09 GB used,   8825.47 GFLOPS,    654.88 GOPS
322   72.05 ms run,    3.79 ms python,   68.26 ms CUDA,  603.18 loss, 0.003033 LR, 2.09 GB used,   9088.94 GFLOPS,    654.88 GOPS
323   73.18 ms run,    3.85 ms python,   69.33 ms CUDA,  607.01 loss, 0.003028 LR, 2.09 GB used,   8948.44 GFLOPS,    654.88 GOPS
324   73.37 ms run,    3.82 ms python,   69.54 ms CUDA,  623.45 loss, 0.003024 LR, 2.09 GB used,   8926.11 GFLOPS,    654.88 GOPS
325   71.78 ms run,    3.81 ms python,   67.97 ms CUDA,  624.07 loss, 0.003020 LR, 2.09 GB used,   9123.95 GFLOPS,    654.88 GOPS
326   72.57 ms run,    3.65 ms python,   68.92 ms CUDA,  606.45 loss, 0.003015 LR, 2.09 GB used,   9024.13 GFLOPS,    654.88 GOPS
327   72.03 ms run,    3.84 ms python,   68.18 ms CUDA,  608.84 loss, 0.003011 LR, 2.09 GB used,   9092.03 GFLOPS,    654.88 GOPS
328   72.37 ms run,    3.90 ms python,   68.47 ms CUDA,  612.19 loss, 0.003007 LR, 2.09 GB used,   9048.82 GFLOPS,    654.88 GOPS
329   73.22 ms run,    3.90 ms python,   69.32 ms CUDA,  589.40 loss, 0.003002 LR, 2.09 GB used,   8943.84 GFLOPS,    654.88 GOPS
330   72.30 ms run,    3.86 ms python,   68.44 ms CUDA,  602.29 loss, 0.002998 LR, 2.09 GB used,   9057.49 GFLOPS,    654.88 GOPS
331   72.63 ms run,    3.76 ms python,   68.88 ms CUDA,  616.16 loss, 0.002994 LR, 2.09 GB used,   9016.31 GFLOPS,    654.88 GOPS
332   73.97 ms run,    3.92 ms python,   70.05 ms CUDA,  614.22 loss, 0.002989 LR, 2.09 GB used,   8853.35 GFLOPS,    654.88 GOPS
333   72.26 ms run,    3.81 ms python,   68.45 ms CUDA,  584.99 loss, 0.002985 LR, 2.09 GB used,   9062.65 GFLOPS,    654.88 GOPS
334   73.11 ms run,    3.85 ms python,   69.25 ms CUDA,  592.40 loss, 0.002980 LR, 2.09 GB used,   8957.75 GFLOPS,    654.88 GOPS
335   73.61 ms run,    3.93 ms python,   69.68 ms CUDA,  614.39 loss, 0.002976 LR, 2.09 GB used,   8896.90 GFLOPS,    654.88 GOPS
336   72.06 ms run,    3.74 ms python,   68.32 ms CUDA,  626.48 loss, 0.002972 LR, 2.09 GB used,   9087.95 GFLOPS,    654.88 GOPS
337   72.77 ms run,    3.92 ms python,   68.85 ms CUDA,  625.22 loss, 0.002967 LR, 2.09 GB used,   8998.69 GFLOPS,    654.88 GOPS
338   72.23 ms run,    3.90 ms python,   68.33 ms CUDA,  619.83 loss, 0.002963 LR, 2.09 GB used,   9066.39 GFLOPS,    654.88 GOPS
339   72.25 ms run,    3.85 ms python,   68.40 ms CUDA,  605.27 loss, 0.002959 LR, 2.09 GB used,   9063.84 GFLOPS,    654.88 GOPS
340   72.84 ms run,    3.75 ms python,   69.09 ms CUDA,  605.20 loss, 0.002954 LR, 2.09 GB used,   8990.10 GFLOPS,    654.88 GOPS
341   72.08 ms run,    3.88 ms python,   68.20 ms CUDA,  639.08 loss, 0.002950 LR, 2.09 GB used,   9085.48 GFLOPS,    654.88 GOPS
342   72.55 ms run,    3.63 ms python,   68.92 ms CUDA,  625.88 loss, 0.002946 LR, 2.09 GB used,   9026.38 GFLOPS,    654.88 GOPS
343   74.47 ms run,    3.75 ms python,   70.72 ms CUDA,  619.14 loss, 0.002941 LR, 2.09 GB used,   8793.95 GFLOPS,    654.88 GOPS
