shuffling training dataset in 2665.80 ms (epoch=0)
  0 7268.54 ms run, 7267.57 ms python,    0.97 ms CUDA, 1185.37 loss, 0.000015 LR, 0.89 GB used,     90.56 GFLOPS,    658.26 GOPS
171   72.93 ms run,    3.76 ms python,   69.18 ms CUDA,  621.55 loss, 0.002571 LR, 2.09 GB used,   8979.04 GFLOPS,    654.88 GOPS
172   73.14 ms run,    3.84 ms python,   69.30 ms CUDA,  664.71 loss, 0.002586 LR, 2.09 GB used,   8954.01 GFLOPS,    654.88 GOPS
173   74.20 ms run,    3.77 ms python,   70.43 ms CUDA,  642.01 loss, 0.002601 LR, 2.09 GB used,   8825.57 GFLOPS,    654.88 GOPS
174   72.69 ms run,    3.87 ms python,   68.82 ms CUDA,  632.59 loss, 0.002615 LR, 2.09 GB used,   9009.36 GFLOPS,    654.88 GOPS
175   73.08 ms run,    3.82 ms python,   69.26 ms CUDA,  638.18 loss, 0.002630 LR, 2.09 GB used,   8961.55 GFLOPS,    654.88 GOPS
176   74.21 ms run,    3.74 ms python,   70.47 ms CUDA,  651.12 loss, 0.002645 LR, 2.09 GB used,   8824.90 GFLOPS,    654.88 GOPS
177   72.73 ms run,    3.86 ms python,   68.87 ms CUDA,  635.62 loss, 0.002660 LR, 2.09 GB used,   9003.66 GFLOPS,    654.88 GOPS
178   73.20 ms run,    3.83 ms python,   69.37 ms CUDA,  670.35 loss, 0.002675 LR, 2.09 GB used,   8945.95 GFLOPS,    654.88 GOPS
179   74.05 ms run,    3.84 ms python,   70.21 ms CUDA,  655.62 loss, 0.002690 LR, 2.09 GB used,   8844.22 GFLOPS,    654.88 GOPS
180   72.33 ms run,    3.69 ms python,   68.65 ms CUDA,  670.74 loss, 0.002705 LR, 2.09 GB used,   9053.61 GFLOPS,    654.88 GOPS
181   73.24 ms run,    3.83 ms python,   69.42 ms CUDA,  677.20 loss, 0.002720 LR, 2.09 GB used,   8940.94 GFLOPS,    654.88 GOPS
182   74.15 ms run,    3.72 ms python,   70.43 ms CUDA,  686.30 loss, 0.002735 LR, 2.09 GB used,   8831.73 GFLOPS,    654.88 GOPS
183   72.81 ms run,    3.82 ms python,   68.99 ms CUDA,  657.40 loss, 0.002750 LR, 2.09 GB used,   8994.07 GFLOPS,    654.88 GOPS
184   73.20 ms run,    3.72 ms python,   69.48 ms CUDA,  620.50 loss, 0.002765 LR, 2.09 GB used,   8946.31 GFLOPS,    654.88 GOPS
185   73.89 ms run,    3.82 ms python,   70.07 ms CUDA,  629.26 loss, 0.002780 LR, 2.09 GB used,   8862.98 GFLOPS,    654.88 GOPS
186   72.64 ms run,    3.83 ms python,   68.81 ms CUDA,  659.64 loss, 0.002795 LR, 2.09 GB used,   9015.60 GFLOPS,    654.88 GOPS
187   72.87 ms run,    3.75 ms python,   69.12 ms CUDA,  668.06 loss, 0.002810 LR, 2.09 GB used,   8987.10 GFLOPS,    654.88 GOPS
188   74.49 ms run,    3.78 ms python,   70.71 ms CUDA,  674.79 loss, 0.002825 LR, 2.09 GB used,   8791.48 GFLOPS,    654.88 GOPS
189   72.94 ms run,    3.90 ms python,   69.04 ms CUDA,  639.21 loss, 0.002840 LR, 2.09 GB used,   8978.54 GFLOPS,    654.88 GOPS
190   72.99 ms run,    3.76 ms python,   69.23 ms CUDA,  655.71 loss, 0.002855 LR, 2.09 GB used,   8971.90 GFLOPS,    654.88 GOPS
191   74.21 ms run,    3.87 ms python,   70.34 ms CUDA,  662.99 loss, 0.002870 LR, 2.09 GB used,   8824.54 GFLOPS,    654.88 GOPS
192   72.70 ms run,    3.77 ms python,   68.93 ms CUDA,  660.80 loss, 0.002885 LR, 2.09 GB used,   9007.50 GFLOPS,    654.88 GOPS
193   72.98 ms run,    3.69 ms python,   69.28 ms CUDA,  665.62 loss, 0.002899 LR, 2.09 GB used,   8973.87 GFLOPS,    654.88 GOPS
194   74.38 ms run,    3.65 ms python,   70.74 ms CUDA,  652.20 loss, 0.002914 LR, 2.09 GB used,   8804.42 GFLOPS,    654.88 GOPS
195   72.75 ms run,    3.63 ms python,   69.13 ms CUDA,  599.17 loss, 0.002929 LR, 2.09 GB used,   9001.61 GFLOPS,    654.88 GOPS
shuffling training dataset in 1854.85 ms (epoch=2)
196 1924.09 ms run, 1859.33 ms python,   64.75 ms CUDA,  623.05 loss, 0.002944 LR, 2.09 GB used,    341.14 GFLOPS,    656.38 GOPS
197   71.54 ms run,    4.01 ms python,   67.53 ms CUDA,  669.12 loss, 0.002959 LR, 2.09 GB used,   9153.99 GFLOPS,    654.88 GOPS
198   72.98 ms run,    4.11 ms python,   68.88 ms CUDA,  662.31 loss, 0.002974 LR, 2.09 GB used,   8973.09 GFLOPS,    654.88 GOPS
199   72.44 ms run,    4.04 ms python,   68.39 ms CUDA,  684.79 loss, 0.002989 LR, 2.09 GB used,   9040.60 GFLOPS,    654.88 GOPS
200   72.82 ms run,    4.10 ms python,   68.73 ms CUDA,  686.31 loss, 0.003004 LR, 2.09 GB used,   8992.57 GFLOPS,    654.88 GOPS
201   73.00 ms run,    4.05 ms python,   68.95 ms CUDA,  664.24 loss, 0.003019 LR, 2.09 GB used,   8971.43 GFLOPS,    654.88 GOPS
202   72.42 ms run,    4.00 ms python,   68.43 ms CUDA,  649.54 loss, 0.003034 LR, 2.09 GB used,   9042.20 GFLOPS,    654.88 GOPS
203   73.19 ms run,    3.97 ms python,   69.23 ms CUDA,  642.44 loss, 0.003049 LR, 2.09 GB used,   8947.48 GFLOPS,    654.88 GOPS
204   73.98 ms run,    3.93 ms python,   70.04 ms CUDA,  649.94 loss, 0.003064 LR, 2.09 GB used,   8852.59 GFLOPS,    654.88 GOPS
205   72.58 ms run,    3.89 ms python,   68.69 ms CUDA,  667.86 loss, 0.003079 LR, 2.09 GB used,   9023.18 GFLOPS,    654.88 GOPS
206   73.43 ms run,    3.98 ms python,   69.45 ms CUDA,  659.45 loss, 0.003094 LR, 2.09 GB used,   8918.23 GFLOPS,    654.88 GOPS
207   74.07 ms run,    4.33 ms python,   69.74 ms CUDA,  619.31 loss, 0.003109 LR, 2.09 GB used,   8841.69 GFLOPS,    654.88 GOPS
208   72.54 ms run,    3.90 ms python,   68.64 ms CUDA,  622.92 loss, 0.003124 LR, 2.09 GB used,   9027.87 GFLOPS,    654.88 GOPS
209   73.21 ms run,    3.89 ms python,   69.32 ms CUDA,  617.04 loss, 0.003139 LR, 2.09 GB used,   8945.40 GFLOPS,    654.88 GOPS
210   73.89 ms run,    3.88 ms python,   70.02 ms CUDA,  644.15 loss, 0.003154 LR, 2.09 GB used,   8862.67 GFLOPS,    654.88 GOPS
211   72.76 ms run,    3.95 ms python,   68.82 ms CUDA,  623.40 loss, 0.003168 LR, 2.09 GB used,   8999.96 GFLOPS,    654.88 GOPS
212   73.01 ms run,    3.91 ms python,   69.10 ms CUDA,  619.47 loss, 0.003183 LR, 2.09 GB used,   8970.12 GFLOPS,    654.88 GOPS
213   73.61 ms run,    3.95 ms python,   69.67 ms CUDA,  647.98 loss, 0.003198 LR, 2.09 GB used,   8896.20 GFLOPS,    654.88 GOPS
214   72.72 ms run,    3.91 ms python,   68.81 ms CUDA,  671.41 loss, 0.003213 LR, 2.09 GB used,   9005.67 GFLOPS,    654.88 GOPS
215   72.97 ms run,    3.93 ms python,   69.04 ms CUDA,  666.02 loss, 0.003228 LR, 2.09 GB used,   8974.34 GFLOPS,    654.88 GOPS
216   74.23 ms run,    3.91 ms python,   70.32 ms CUDA,  657.10 loss, 0.003243 LR, 2.09 GB used,   8822.79 GFLOPS,    654.88 GOPS
217   72.81 ms run,    3.89 ms python,   68.92 ms CUDA,  637.74 loss, 0.003258 LR, 2.09 GB used,   8994.23 GFLOPS,    654.88 GOPS
218   72.90 ms run,    3.82 ms python,   69.08 ms CUDA,  628.51 loss, 0.003273 LR, 2.09 GB used,   8983.61 GFLOPS,    654.88 GOPS
219   74.20 ms run,    3.92 ms python,   70.28 ms CUDA,  646.87 loss, 0.003288 LR, 2.09 GB used,   8826.39 GFLOPS,    654.88 GOPS
220   72.76 ms run,    3.92 ms python,   68.84 ms CUDA,  636.96 loss, 0.003303 LR, 2.09 GB used,   9000.96 GFLOPS,    654.88 GOPS
221   73.34 ms run,    3.78 ms python,   69.56 ms CUDA,  624.42 loss, 0.003318 LR, 2.09 GB used,   8929.23 GFLOPS,    654.88 GOPS
222   74.27 ms run,    3.90 ms python,   70.36 ms CUDA,  641.84 loss, 0.003333 LR, 2.09 GB used,   8818.00 GFLOPS,    654.88 GOPS
223   72.76 ms run,    3.64 ms python,   69.12 ms CUDA,  684.07 loss, 0.003348 LR, 2.09 GB used,   9000.27 GFLOPS,    654.88 GOPS
224   73.12 ms run,    3.83 ms python,   69.29 ms CUDA,  660.08 loss, 0.003363 LR, 2.09 GB used,   8956.70 GFLOPS,    654.88 GOPS
225   74.35 ms run,    3.65 ms python,   70.70 ms CUDA,  627.45 loss, 0.003378 LR, 2.09 GB used,   8807.95 GFLOPS,    654.88 GOPS
226   72.98 ms run,    3.94 ms python,   69.04 ms CUDA,  638.44 loss, 0.003393 LR, 2.09 GB used,   8973.62 GFLOPS,    654.88 GOPS
227   73.16 ms run,    3.67 ms python,   69.49 ms CUDA,  622.82 loss, 0.003408 LR, 2.09 GB used,   8951.63 GFLOPS,    654.88 GOPS
228   73.88 ms run,    3.86 ms python,   70.01 ms CUDA,  638.23 loss, 0.003423 LR, 2.09 GB used,   8864.48 GFLOPS,    654.88 GOPS
229   73.92 ms run,    5.85 ms python,   68.07 ms CUDA,  650.72 loss, 0.003437 LR, 2.09 GB used,   8859.43 GFLOPS,    654.88 GOPS
230   72.68 ms run,    3.88 ms python,   68.81 ms CUDA,  621.17 loss, 0.003433 LR, 2.09 GB used,   9009.82 GFLOPS,    654.88 GOPS
231   73.64 ms run,    3.95 ms python,   69.69 ms CUDA,  647.76 loss, 0.003429 LR, 2.09 GB used,   8892.98 GFLOPS,    654.88 GOPS
232   72.82 ms run,    4.01 ms python,   68.81 ms CUDA,  652.81 loss, 0.003424 LR, 2.09 GB used,   8993.21 GFLOPS,    654.88 GOPS
233   73.13 ms run,    3.96 ms python,   69.17 ms CUDA,  688.40 loss, 0.003420 LR, 2.09 GB used,   8955.59 GFLOPS,    654.88 GOPS
234   73.87 ms run,    4.02 ms python,   69.85 ms CUDA,  688.25 loss, 0.003416 LR, 2.09 GB used,   8865.82 GFLOPS,    654.88 GOPS
235   72.77 ms run,    3.97 ms python,   68.79 ms CUDA,  680.91 loss, 0.003411 LR, 2.09 GB used,   8999.90 GFLOPS,    654.88 GOPS
236   73.43 ms run,    3.83 ms python,   69.60 ms CUDA,  661.92 loss, 0.003407 LR, 2.09 GB used,   8918.34 GFLOPS,    654.88 GOPS
237   73.91 ms run,    3.90 ms python,   70.01 ms CUDA,  638.85 loss, 0.003403 LR, 2.09 GB used,   8860.40 GFLOPS,    654.88 GOPS
238   72.44 ms run,    3.65 ms python,   68.80 ms CUDA,  669.57 loss, 0.003398 LR, 2.09 GB used,   9040.21 GFLOPS,    654.88 GOPS
239   73.10 ms run,    3.75 ms python,   69.35 ms CUDA,  634.90 loss, 0.003394 LR, 2.09 GB used,   8958.18 GFLOPS,    654.88 GOPS
240   74.16 ms run,    3.76 ms python,   70.41 ms CUDA,  636.16 loss, 0.003390 LR, 2.09 GB used,   8830.04 GFLOPS,    654.88 GOPS
241   72.85 ms run,    3.87 ms python,   68.97 ms CUDA,  656.48 loss, 0.003385 LR, 2.09 GB used,   8989.86 GFLOPS,    654.88 GOPS
242   73.31 ms run,    3.86 ms python,   69.44 ms CUDA,  641.03 loss, 0.003381 LR, 2.09 GB used,   8933.49 GFLOPS,    654.88 GOPS
243   73.64 ms run,    3.88 ms python,   69.75 ms CUDA,  625.44 loss, 0.003377 LR, 2.09 GB used,   8893.51 GFLOPS,    654.88 GOPS
244   72.47 ms run,    3.73 ms python,   68.74 ms CUDA,  626.36 loss, 0.003372 LR, 2.09 GB used,   9036.63 GFLOPS,    654.88 GOPS
245   73.24 ms run,    3.83 ms python,   69.41 ms CUDA,  653.05 loss, 0.003368 LR, 2.09 GB used,   8942.07 GFLOPS,    654.88 GOPS
246   74.26 ms run,    3.83 ms python,   70.43 ms CUDA,  658.09 loss, 0.003364 LR, 2.09 GB used,   8819.16 GFLOPS,    654.88 GOPS
247   72.75 ms run,    3.94 ms python,   68.80 ms CUDA,  648.72 loss, 0.003359 LR, 2.09 GB used,   9002.32 GFLOPS,    654.88 GOPS
248   73.22 ms run,    3.91 ms python,   69.32 ms CUDA,  658.56 loss, 0.003355 LR, 2.09 GB used,   8943.58 GFLOPS,    654.88 GOPS
249   74.00 ms run,    3.89 ms python,   70.11 ms CUDA,  682.60 loss, 0.003350 LR, 2.09 GB used,   8849.56 GFLOPS,    654.88 GOPS
250   72.72 ms run,    3.76 ms python,   68.96 ms CUDA,  662.97 loss, 0.003346 LR, 2.09 GB used,   9005.48 GFLOPS,    654.88 GOPS
251   73.37 ms run,    3.85 ms python,   69.52 ms CUDA,  658.27 loss, 0.003342 LR, 2.09 GB used,   8925.51 GFLOPS,    654.88 GOPS
252   73.82 ms run,    3.85 ms python,   69.97 ms CUDA,  649.80 loss, 0.003337 LR, 2.09 GB used,   8871.36 GFLOPS,    654.88 GOPS
253   72.59 ms run,    3.85 ms python,   68.74 ms CUDA,  619.21 loss, 0.003333 LR, 2.09 GB used,   9021.37 GFLOPS,    654.88 GOPS
254   73.17 ms run,    3.90 ms python,   69.28 ms CUDA,  640.01 loss, 0.003329 LR, 2.09 GB used,   8949.74 GFLOPS,    654.88 GOPS
255   74.04 ms run,    3.89 ms python,   70.16 ms CUDA,  639.85 loss, 0.003324 LR, 2.09 GB used,   8844.48 GFLOPS,    654.88 GOPS
256   72.57 ms run,    3.90 ms python,   68.68 ms CUDA,  606.37 loss, 0.003320 LR, 2.09 GB used,   9023.69 GFLOPS,    654.88 GOPS
257   73.38 ms run,    3.79 ms python,   69.58 ms CUDA,  619.24 loss, 0.003316 LR, 2.09 GB used,   8924.94 GFLOPS,    654.88 GOPS
258   74.10 ms run,    3.90 ms python,   70.20 ms CUDA,  641.40 loss, 0.003311 LR, 2.09 GB used,   8837.38 GFLOPS,    654.88 GOPS
259   72.74 ms run,    3.74 ms python,   69.00 ms CUDA,  637.86 loss, 0.003307 LR, 2.09 GB used,   9003.53 GFLOPS,    654.88 GOPS
260   73.60 ms run,    3.85 ms python,   69.75 ms CUDA,  642.12 loss, 0.003303 LR, 2.09 GB used,   8897.36 GFLOPS,    654.88 GOPS
261   73.90 ms run,    3.93 ms python,   69.97 ms CUDA,  627.81 loss, 0.003298 LR, 2.09 GB used,   8862.12 GFLOPS,    654.88 GOPS
262   72.74 ms run,    3.84 ms python,   68.91 ms CUDA,  629.62 loss, 0.003294 LR, 2.09 GB used,   9002.54 GFLOPS,    654.88 GOPS
263   73.26 ms run,    3.91 ms python,   69.35 ms CUDA,  618.27 loss, 0.003290 LR, 2.09 GB used,   8939.01 GFLOPS,    654.88 GOPS
264   73.86 ms run,    3.96 ms python,   69.90 ms CUDA,  641.03 loss, 0.003285 LR, 2.09 GB used,   8866.71 GFLOPS,    654.88 GOPS
265   72.64 ms run,    3.89 ms python,   68.75 ms CUDA,  617.75 loss, 0.003281 LR, 2.09 GB used,   9015.41 GFLOPS,    654.88 GOPS
266   73.21 ms run,    3.71 ms python,   69.50 ms CUDA,  646.42 loss, 0.003276 LR, 2.09 GB used,   8945.36 GFLOPS,    654.88 GOPS
267   73.97 ms run,    3.88 ms python,   70.09 ms CUDA,  657.13 loss, 0.003272 LR, 2.09 GB used,   8853.33 GFLOPS,    654.88 GOPS
268   72.60 ms run,    3.72 ms python,   68.88 ms CUDA,  663.97 loss, 0.003268 LR, 2.09 GB used,   9019.80 GFLOPS,    654.88 GOPS
269   73.41 ms run,    3.91 ms python,   69.50 ms CUDA,  627.53 loss, 0.003263 LR, 2.09 GB used,   8921.21 GFLOPS,    654.88 GOPS
270   74.04 ms run,    3.95 ms python,   70.09 ms CUDA,  611.01 loss, 0.003259 LR, 2.09 GB used,   8845.46 GFLOPS,    654.88 GOPS
271   72.81 ms run,    3.89 ms python,   68.92 ms CUDA,  623.11 loss, 0.003255 LR, 2.09 GB used,   8994.46 GFLOPS,    654.88 GOPS
272   73.81 ms run,    3.98 ms python,   69.84 ms CUDA,  619.22 loss, 0.003250 LR, 2.09 GB used,   8871.97 GFLOPS,    654.88 GOPS
273   73.50 ms run,    3.89 ms python,   69.61 ms CUDA,  621.67 loss, 0.003246 LR, 2.09 GB used,   8909.52 GFLOPS,    654.88 GOPS
274   72.76 ms run,    3.92 ms python,   68.84 ms CUDA,  614.26 loss, 0.003242 LR, 2.09 GB used,   9000.75 GFLOPS,    654.88 GOPS
275   73.53 ms run,    3.92 ms python,   69.61 ms CUDA,  630.90 loss, 0.003237 LR, 2.09 GB used,   8906.69 GFLOPS,    654.88 GOPS
276   73.69 ms run,    3.92 ms python,   69.77 ms CUDA,  630.53 loss, 0.003233 LR, 2.09 GB used,   8886.68 GFLOPS,    654.88 GOPS
277   72.71 ms run,    3.93 ms python,   68.78 ms CUDA,  626.60 loss, 0.003229 LR, 2.09 GB used,   9006.47 GFLOPS,    654.88 GOPS
278   73.11 ms run,    3.92 ms python,   69.19 ms CUDA,  613.87 loss, 0.003224 LR, 2.09 GB used,   8957.65 GFLOPS,    654.88 GOPS
279   73.95 ms run,    3.85 ms python,   70.10 ms CUDA,  641.27 loss, 0.003220 LR, 2.09 GB used,   8855.48 GFLOPS,    654.88 GOPS
280   72.82 ms run,    3.81 ms python,   69.01 ms CUDA,  627.94 loss, 0.003216 LR, 2.09 GB used,   8992.83 GFLOPS,    654.88 GOPS
281   73.54 ms run,    3.68 ms python,   69.87 ms CUDA,  620.40 loss, 0.003211 LR, 2.09 GB used,   8904.82 GFLOPS,    654.88 GOPS
282   73.60 ms run,    3.75 ms python,   69.84 ms CUDA,  628.55 loss, 0.003207 LR, 2.09 GB used,   8898.27 GFLOPS,    654.88 GOPS
283   72.79 ms run,    3.87 ms python,   68.91 ms CUDA,  636.55 loss, 0.003202 LR, 2.09 GB used,   8997.14 GFLOPS,    654.88 GOPS
284   73.62 ms run,    3.88 ms python,   69.74 ms CUDA,  631.88 loss, 0.003198 LR, 2.09 GB used,   8895.04 GFLOPS,    654.88 GOPS
285   73.63 ms run,    3.76 ms python,   69.87 ms CUDA,  611.19 loss, 0.003194 LR, 2.09 GB used,   8894.68 GFLOPS,    654.88 GOPS
286   72.73 ms run,    3.85 ms python,   68.88 ms CUDA,  611.56 loss, 0.003189 LR, 2.09 GB used,   9004.83 GFLOPS,    654.88 GOPS
287   72.87 ms run,    3.72 ms python,   69.15 ms CUDA,  633.91 loss, 0.003185 LR, 2.09 GB used,   8986.60 GFLOPS,    654.88 GOPS
288   73.89 ms run,    3.94 ms python,   69.95 ms CUDA,  597.78 loss, 0.003181 LR, 2.09 GB used,   8863.16 GFLOPS,    654.88 GOPS
289   72.94 ms run,    3.92 ms python,   69.01 ms CUDA,  600.91 loss, 0.003176 LR, 2.09 GB used,   8978.69 GFLOPS,    654.88 GOPS
290   73.39 ms run,    3.87 ms python,   69.51 ms CUDA,  595.48 loss, 0.003172 LR, 2.09 GB used,   8923.78 GFLOPS,    654.88 GOPS
291   73.78 ms run,    3.87 ms python,   69.91 ms CUDA,  625.27 loss, 0.003168 LR, 2.09 GB used,   8875.91 GFLOPS,    654.88 GOPS
292   72.80 ms run,    3.92 ms python,   68.88 ms CUDA,  627.91 loss, 0.003163 LR, 2.09 GB used,   8995.39 GFLOPS,    654.88 GOPS
293   73.38 ms run,    3.80 ms python,   69.58 ms CUDA,  584.25 loss, 0.003159 LR, 2.09 GB used,   8924.73 GFLOPS,    654.88 GOPS
shuffling training dataset in 1852.05 ms (epoch=3)
294 1920.83 ms run, 1856.62 ms python,   64.21 ms CUDA,  632.60 loss, 0.003155 LR, 2.09 GB used,    341.71 GFLOPS,    656.38 GOPS
295   72.95 ms run,    4.37 ms python,   68.59 ms CUDA,  618.97 loss, 0.003150 LR, 2.09 GB used,   8976.56 GFLOPS,    654.88 GOPS
296   72.65 ms run,    4.27 ms python,   68.38 ms CUDA,  645.62 loss, 0.003146 LR, 2.09 GB used,   9014.59 GFLOPS,    654.88 GOPS
297   72.90 ms run,    4.18 ms python,   68.72 ms CUDA,  617.02 loss, 0.003142 LR, 2.09 GB used,   8983.33 GFLOPS,    654.88 GOPS
298   73.57 ms run,    3.75 ms python,   69.82 ms CUDA,  617.04 loss, 0.003137 LR, 2.09 GB used,   8901.55 GFLOPS,    654.88 GOPS
299   72.66 ms run,    3.91 ms python,   68.75 ms CUDA,  617.44 loss, 0.003133 LR, 2.09 GB used,   9013.51 GFLOPS,    654.88 GOPS
300   73.21 ms run,    3.71 ms python,   69.50 ms CUDA,  593.22 loss, 0.003128 LR, 2.09 GB used,   8945.52 GFLOPS,    654.88 GOPS
301   74.08 ms run,    3.92 ms python,   70.15 ms CUDA,  612.77 loss, 0.003124 LR, 2.09 GB used,   8840.31 GFLOPS,    654.88 GOPS
302   72.59 ms run,    3.77 ms python,   68.82 ms CUDA,  606.45 loss, 0.003120 LR, 2.09 GB used,   9021.64 GFLOPS,    654.88 GOPS
303   73.42 ms run,    3.95 ms python,   69.47 ms CUDA,  608.60 loss, 0.003115 LR, 2.09 GB used,   8919.91 GFLOPS,    654.88 GOPS
304   74.14 ms run,    3.97 ms python,   70.18 ms CUDA,  619.19 loss, 0.003111 LR, 2.09 GB used,   8832.78 GFLOPS,    654.88 GOPS
305   72.79 ms run,    3.93 ms python,   68.87 ms CUDA,  614.31 loss, 0.003107 LR, 2.09 GB used,   8996.32 GFLOPS,    654.88 GOPS
306   73.29 ms run,    3.80 ms python,   69.49 ms CUDA,  614.87 loss, 0.003102 LR, 2.09 GB used,   8934.99 GFLOPS,    654.88 GOPS
307   73.77 ms run,    3.74 ms python,   70.03 ms CUDA,  611.82 loss, 0.003098 LR, 2.09 GB used,   8877.29 GFLOPS,    654.88 GOPS
308   72.48 ms run,    3.86 ms python,   68.63 ms CUDA,  606.53 loss, 0.003094 LR, 2.09 GB used,   9034.81 GFLOPS,    654.88 GOPS
309   73.14 ms run,    3.66 ms python,   69.48 ms CUDA,  596.96 loss, 0.003089 LR, 2.09 GB used,   8953.96 GFLOPS,    654.88 GOPS
310   74.21 ms run,    3.90 ms python,   70.30 ms CUDA,  607.38 loss, 0.003085 LR, 2.09 GB used,   8824.92 GFLOPS,    654.88 GOPS
311   72.52 ms run,    3.63 ms python,   68.89 ms CUDA,  593.07 loss, 0.003081 LR, 2.09 GB used,   9030.34 GFLOPS,    654.88 GOPS
312   73.13 ms run,    3.88 ms python,   69.25 ms CUDA,  653.67 loss, 0.003076 LR, 2.09 GB used,   8955.02 GFLOPS,    654.88 GOPS
313   74.47 ms run,    3.91 ms python,   70.56 ms CUDA,  621.19 loss, 0.003072 LR, 2.09 GB used,   8794.07 GFLOPS,    654.88 GOPS
314   72.74 ms run,    3.88 ms python,   68.86 ms CUDA,  624.84 loss, 0.003068 LR, 2.09 GB used,   9003.50 GFLOPS,    654.88 GOPS
315   73.27 ms run,    3.67 ms python,   69.60 ms CUDA,  630.56 loss, 0.003063 LR, 2.09 GB used,   8938.13 GFLOPS,    654.88 GOPS
316   73.85 ms run,    3.90 ms python,   69.95 ms CUDA,  621.45 loss, 0.003059 LR, 2.09 GB used,   8868.01 GFLOPS,    654.88 GOPS
317   72.53 ms run,    3.88 ms python,   68.65 ms CUDA,  586.50 loss, 0.003054 LR, 2.09 GB used,   9029.65 GFLOPS,    654.88 GOPS
318   73.70 ms run,    3.92 ms python,   69.78 ms CUDA,  618.42 loss, 0.003050 LR, 2.09 GB used,   8885.24 GFLOPS,    654.88 GOPS
319   74.00 ms run,    3.91 ms python,   70.10 ms CUDA,  606.64 loss, 0.003046 LR, 2.09 GB used,   8849.15 GFLOPS,    654.88 GOPS
320   72.70 ms run,    3.90 ms python,   68.80 ms CUDA,  601.24 loss, 0.003041 LR, 2.09 GB used,   9007.95 GFLOPS,    654.88 GOPS
321   73.12 ms run,    3.86 ms python,   69.26 ms CUDA,  622.50 loss, 0.003037 LR, 2.09 GB used,   8955.78 GFLOPS,    654.88 GOPS
322   73.75 ms run,    3.72 ms python,   70.03 ms CUDA,  603.18 loss, 0.003033 LR, 2.09 GB used,   8879.40 GFLOPS,    654.88 GOPS
323   72.80 ms run,    3.88 ms python,   68.92 ms CUDA,  607.01 loss, 0.003028 LR, 2.09 GB used,   8995.97 GFLOPS,    654.88 GOPS
324   73.21 ms run,    3.88 ms python,   69.33 ms CUDA,  623.45 loss, 0.003024 LR, 2.09 GB used,   8945.77 GFLOPS,    654.88 GOPS
325   73.96 ms run,    3.83 ms python,   70.13 ms CUDA,  624.07 loss, 0.003020 LR, 2.09 GB used,   8854.85 GFLOPS,    654.88 GOPS
326   72.84 ms run,    3.77 ms python,   69.07 ms CUDA,  606.45 loss, 0.003015 LR, 2.09 GB used,   8991.15 GFLOPS,    654.88 GOPS
327   73.44 ms run,    3.90 ms python,   69.55 ms CUDA,  608.84 loss, 0.003011 LR, 2.09 GB used,   8916.66 GFLOPS,    654.88 GOPS
328   74.11 ms run,    3.74 ms python,   70.37 ms CUDA,  612.19 loss, 0.003007 LR, 2.09 GB used,   8836.86 GFLOPS,    654.88 GOPS
329   72.67 ms run,    3.95 ms python,   68.72 ms CUDA,  589.40 loss, 0.003002 LR, 2.09 GB used,   9011.49 GFLOPS,    654.88 GOPS
330   72.95 ms run,    3.70 ms python,   69.25 ms CUDA,  602.29 loss, 0.002998 LR, 2.09 GB used,   8976.70 GFLOPS,    654.88 GOPS
331   74.28 ms run,    3.89 ms python,   70.39 ms CUDA,  616.16 loss, 0.002994 LR, 2.09 GB used,   8816.44 GFLOPS,    654.88 GOPS
332   72.65 ms run,    3.85 ms python,   68.80 ms CUDA,  614.22 loss, 0.002989 LR, 2.09 GB used,   9014.14 GFLOPS,    654.88 GOPS
333   73.65 ms run,    3.91 ms python,   69.74 ms CUDA,  584.99 loss, 0.002985 LR, 2.09 GB used,   8891.23 GFLOPS,    654.88 GOPS
334   73.84 ms run,    3.85 ms python,   69.99 ms CUDA,  592.40 loss, 0.002980 LR, 2.09 GB used,   8868.51 GFLOPS,    654.88 GOPS
335   72.72 ms run,    3.88 ms python,   68.84 ms CUDA,  614.39 loss, 0.002976 LR, 2.09 GB used,   9005.49 GFLOPS,    654.88 GOPS
336   73.20 ms run,    3.85 ms python,   69.35 ms CUDA,  626.48 loss, 0.002972 LR, 2.09 GB used,   8945.94 GFLOPS,    654.88 GOPS
337   73.64 ms run,    3.93 ms python,   69.71 ms CUDA,  625.22 loss, 0.002967 LR, 2.09 GB used,   8893.09 GFLOPS,    654.88 GOPS
338   72.68 ms run,    3.87 ms python,   68.82 ms CUDA,  619.83 loss, 0.002963 LR, 2.09 GB used,   9010.13 GFLOPS,    654.88 GOPS
339   73.87 ms run,    3.94 ms python,   69.93 ms CUDA,  605.27 loss, 0.002959 LR, 2.09 GB used,   8865.37 GFLOPS,    654.88 GOPS
340   73.80 ms run,    3.98 ms python,   69.82 ms CUDA,  605.20 loss, 0.002954 LR, 2.09 GB used,   8873.64 GFLOPS,    654.88 GOPS
341   72.51 ms run,    3.89 ms python,   68.63 ms CUDA,  639.08 loss, 0.002950 LR, 2.09 GB used,   9030.98 GFLOPS,    654.88 GOPS
342   73.34 ms run,    3.87 ms python,   69.47 ms CUDA,  625.88 loss, 0.002946 LR, 2.09 GB used,   8928.80 GFLOPS,    654.88 GOPS
343   73.58 ms run,    3.87 ms python,   69.72 ms CUDA,  619.14 loss, 0.002941 LR, 2.09 GB used,   8899.80 GFLOPS,    654.88 GOPS
