shuffling training dataset in 2644.55 ms (epoch=0)
  0 7248.16 ms run, 7247.10 ms python,    1.06 ms CUDA, 1185.37 loss, 0.000015 LR, 0.89 GB used,     90.82 GFLOPS,    658.26 GOPS
171   72.70 ms run,    3.97 ms python,   68.74 ms CUDA,  621.55 loss, 0.002571 LR, 2.09 GB used,   9007.41 GFLOPS,    654.88 GOPS
172   73.15 ms run,    4.00 ms python,   69.15 ms CUDA,  664.71 loss, 0.002586 LR, 2.09 GB used,   8952.91 GFLOPS,    654.88 GOPS
173   74.07 ms run,    4.06 ms python,   70.01 ms CUDA,  642.01 loss, 0.002601 LR, 2.09 GB used,   8840.89 GFLOPS,    654.88 GOPS
174   72.44 ms run,    3.69 ms python,   68.76 ms CUDA,  632.59 loss, 0.002615 LR, 2.09 GB used,   9039.69 GFLOPS,    654.88 GOPS
175   73.42 ms run,    3.93 ms python,   69.49 ms CUDA,  638.18 loss, 0.002630 LR, 2.09 GB used,   8919.08 GFLOPS,    654.88 GOPS
176   74.08 ms run,    3.73 ms python,   70.34 ms CUDA,  651.12 loss, 0.002645 LR, 2.09 GB used,   8840.70 GFLOPS,    654.88 GOPS
177   72.60 ms run,    3.93 ms python,   68.68 ms CUDA,  635.62 loss, 0.002660 LR, 2.09 GB used,   9019.85 GFLOPS,    654.88 GOPS
178   73.09 ms run,    3.88 ms python,   69.21 ms CUDA,  670.35 loss, 0.002675 LR, 2.09 GB used,   8959.99 GFLOPS,    654.88 GOPS
179   74.25 ms run,    3.93 ms python,   70.32 ms CUDA,  655.62 loss, 0.002690 LR, 2.09 GB used,   8820.30 GFLOPS,    654.88 GOPS
180   72.76 ms run,    3.88 ms python,   68.88 ms CUDA,  670.74 loss, 0.002705 LR, 2.09 GB used,   9000.97 GFLOPS,    654.88 GOPS
181   73.62 ms run,    3.97 ms python,   69.65 ms CUDA,  677.20 loss, 0.002720 LR, 2.09 GB used,   8895.58 GFLOPS,    654.88 GOPS
182   73.90 ms run,    3.88 ms python,   70.02 ms CUDA,  686.30 loss, 0.002735 LR, 2.09 GB used,   8861.80 GFLOPS,    654.88 GOPS
183   72.42 ms run,    3.92 ms python,   68.50 ms CUDA,  657.40 loss, 0.002750 LR, 2.09 GB used,   9042.88 GFLOPS,    654.88 GOPS
184   73.55 ms run,    3.93 ms python,   69.62 ms CUDA,  620.50 loss, 0.002765 LR, 2.09 GB used,   8903.44 GFLOPS,    654.88 GOPS
185   73.73 ms run,    3.84 ms python,   69.89 ms CUDA,  629.26 loss, 0.002780 LR, 2.09 GB used,   8881.62 GFLOPS,    654.88 GOPS
186   72.77 ms run,    3.99 ms python,   68.78 ms CUDA,  659.64 loss, 0.002795 LR, 2.09 GB used,   8999.91 GFLOPS,    654.88 GOPS
187   72.90 ms run,    3.79 ms python,   69.11 ms CUDA,  668.06 loss, 0.002810 LR, 2.09 GB used,   8982.65 GFLOPS,    654.88 GOPS
188   74.13 ms run,    3.98 ms python,   70.16 ms CUDA,  674.79 loss, 0.002825 LR, 2.09 GB used,   8833.83 GFLOPS,    654.88 GOPS
189   72.55 ms run,    3.89 ms python,   68.66 ms CUDA,  639.21 loss, 0.002840 LR, 2.09 GB used,   9026.78 GFLOPS,    654.88 GOPS
190   73.14 ms run,    3.93 ms python,   69.20 ms CUDA,  655.71 loss, 0.002855 LR, 2.09 GB used,   8954.21 GFLOPS,    654.88 GOPS
191   74.04 ms run,    3.80 ms python,   70.24 ms CUDA,  662.99 loss, 0.002870 LR, 2.09 GB used,   8844.88 GFLOPS,    654.88 GOPS
192   72.82 ms run,    3.92 ms python,   68.90 ms CUDA,  660.80 loss, 0.002885 LR, 2.09 GB used,   8993.06 GFLOPS,    654.88 GOPS
193   73.18 ms run,    3.90 ms python,   69.29 ms CUDA,  665.62 loss, 0.002899 LR, 2.09 GB used,   8948.46 GFLOPS,    654.88 GOPS
194   74.37 ms run,    3.99 ms python,   70.38 ms CUDA,  652.20 loss, 0.002914 LR, 2.09 GB used,   8805.28 GFLOPS,    654.88 GOPS
195   72.79 ms run,    3.98 ms python,   68.80 ms CUDA,  599.17 loss, 0.002929 LR, 2.09 GB used,   8997.40 GFLOPS,    654.88 GOPS
shuffling training dataset in 1847.41 ms (epoch=2)
196 1914.70 ms run, 1851.91 ms python,   62.79 ms CUDA,  623.05 loss, 0.002944 LR, 2.09 GB used,    342.81 GFLOPS,    656.38 GOPS
197   69.72 ms run,    4.31 ms python,   65.41 ms CUDA,  669.12 loss, 0.002959 LR, 2.09 GB used,   9393.37 GFLOPS,    654.88 GOPS
198   72.17 ms run,    3.84 ms python,   68.33 ms CUDA,  662.31 loss, 0.002974 LR, 2.09 GB used,   9074.06 GFLOPS,    654.88 GOPS
199   73.74 ms run,    4.00 ms python,   69.74 ms CUDA,  684.79 loss, 0.002989 LR, 2.09 GB used,   8880.82 GFLOPS,    654.88 GOPS
200   74.68 ms run,    4.04 ms python,   70.65 ms CUDA,  686.31 loss, 0.003004 LR, 2.09 GB used,   8768.59 GFLOPS,    654.88 GOPS
201   72.97 ms run,    3.95 ms python,   69.01 ms CUDA,  664.24 loss, 0.003019 LR, 2.09 GB used,   8975.23 GFLOPS,    654.88 GOPS
202   73.32 ms run,    3.99 ms python,   69.33 ms CUDA,  649.54 loss, 0.003034 LR, 2.09 GB used,   8932.28 GFLOPS,    654.88 GOPS
203   74.43 ms run,    3.98 ms python,   70.45 ms CUDA,  642.44 loss, 0.003049 LR, 2.09 GB used,   8799.02 GFLOPS,    654.88 GOPS
204   73.13 ms run,    3.96 ms python,   69.17 ms CUDA,  649.94 loss, 0.003064 LR, 2.09 GB used,   8955.23 GFLOPS,    654.88 GOPS
205   73.13 ms run,    3.98 ms python,   69.15 ms CUDA,  667.86 loss, 0.003079 LR, 2.09 GB used,   8955.52 GFLOPS,    654.88 GOPS
206   74.12 ms run,    3.92 ms python,   70.20 ms CUDA,  659.45 loss, 0.003094 LR, 2.09 GB used,   8835.36 GFLOPS,    654.88 GOPS
207   72.97 ms run,    3.92 ms python,   69.05 ms CUDA,  619.31 loss, 0.003109 LR, 2.09 GB used,   8974.22 GFLOPS,    654.88 GOPS
208   73.30 ms run,    3.93 ms python,   69.37 ms CUDA,  622.92 loss, 0.003124 LR, 2.09 GB used,   8933.89 GFLOPS,    654.88 GOPS
209   73.66 ms run,    3.74 ms python,   69.91 ms CUDA,  617.04 loss, 0.003139 LR, 2.09 GB used,   8890.98 GFLOPS,    654.88 GOPS
210   72.75 ms run,    3.93 ms python,   68.81 ms CUDA,  644.15 loss, 0.003154 LR, 2.09 GB used,   9002.34 GFLOPS,    654.88 GOPS
211   73.19 ms run,    3.84 ms python,   69.35 ms CUDA,  623.40 loss, 0.003168 LR, 2.09 GB used,   8947.14 GFLOPS,    654.88 GOPS
212   74.02 ms run,    3.93 ms python,   70.09 ms CUDA,  619.47 loss, 0.003183 LR, 2.09 GB used,   8847.65 GFLOPS,    654.88 GOPS
213   72.32 ms run,    3.83 ms python,   68.49 ms CUDA,  647.98 loss, 0.003198 LR, 2.09 GB used,   9055.19 GFLOPS,    654.88 GOPS
214   73.66 ms run,    4.05 ms python,   69.61 ms CUDA,  671.41 loss, 0.003213 LR, 2.09 GB used,   8890.62 GFLOPS,    654.88 GOPS
215   74.13 ms run,    3.96 ms python,   70.17 ms CUDA,  666.02 loss, 0.003228 LR, 2.09 GB used,   8834.47 GFLOPS,    654.88 GOPS
216   72.73 ms run,    3.99 ms python,   68.74 ms CUDA,  657.10 loss, 0.003243 LR, 2.09 GB used,   9003.94 GFLOPS,    654.88 GOPS
217   73.12 ms run,    3.88 ms python,   69.25 ms CUDA,  637.74 loss, 0.003258 LR, 2.09 GB used,   8956.10 GFLOPS,    654.88 GOPS
218   74.14 ms run,    3.94 ms python,   70.20 ms CUDA,  628.51 loss, 0.003273 LR, 2.09 GB used,   8832.88 GFLOPS,    654.88 GOPS
219   72.75 ms run,    3.90 ms python,   68.85 ms CUDA,  646.87 loss, 0.003288 LR, 2.09 GB used,   9001.32 GFLOPS,    654.88 GOPS
220   73.54 ms run,    3.94 ms python,   69.60 ms CUDA,  636.96 loss, 0.003303 LR, 2.09 GB used,   8904.59 GFLOPS,    654.88 GOPS
221   73.76 ms run,    3.91 ms python,   69.84 ms CUDA,  624.42 loss, 0.003318 LR, 2.09 GB used,   8878.81 GFLOPS,    654.88 GOPS
222   72.55 ms run,    3.93 ms python,   68.63 ms CUDA,  641.84 loss, 0.003333 LR, 2.09 GB used,   9026.06 GFLOPS,    654.88 GOPS
223   73.18 ms run,    3.92 ms python,   69.26 ms CUDA,  684.07 loss, 0.003348 LR, 2.09 GB used,   8948.81 GFLOPS,    654.88 GOPS
224   73.59 ms run,    3.91 ms python,   69.68 ms CUDA,  660.08 loss, 0.003363 LR, 2.09 GB used,   8898.47 GFLOPS,    654.88 GOPS
225   72.67 ms run,    3.95 ms python,   68.72 ms CUDA,  627.45 loss, 0.003378 LR, 2.09 GB used,   9011.52 GFLOPS,    654.88 GOPS
226   73.51 ms run,    3.78 ms python,   69.73 ms CUDA,  638.44 loss, 0.003393 LR, 2.09 GB used,   8908.59 GFLOPS,    654.88 GOPS
227   74.22 ms run,    3.97 ms python,   70.24 ms CUDA,  622.82 loss, 0.003408 LR, 2.09 GB used,   8823.90 GFLOPS,    654.88 GOPS
228   72.47 ms run,    3.70 ms python,   68.76 ms CUDA,  638.23 loss, 0.003423 LR, 2.09 GB used,   9037.01 GFLOPS,    654.88 GOPS
229   75.45 ms run,    6.49 ms python,   68.96 ms CUDA,  650.72 loss, 0.003437 LR, 2.09 GB used,   8679.53 GFLOPS,    654.88 GOPS
230   72.96 ms run,    3.75 ms python,   69.20 ms CUDA,  621.17 loss, 0.003433 LR, 2.09 GB used,   8976.41 GFLOPS,    654.88 GOPS
231   72.67 ms run,    3.95 ms python,   68.72 ms CUDA,  647.76 loss, 0.003429 LR, 2.09 GB used,   9011.27 GFLOPS,    654.88 GOPS
232   73.28 ms run,    3.95 ms python,   69.33 ms CUDA,  652.81 loss, 0.003424 LR, 2.09 GB used,   8936.59 GFLOPS,    654.88 GOPS
233   73.36 ms run,    4.06 ms python,   69.30 ms CUDA,  688.40 loss, 0.003420 LR, 2.09 GB used,   8927.41 GFLOPS,    654.88 GOPS
234   72.72 ms run,    3.94 ms python,   68.79 ms CUDA,  688.25 loss, 0.003416 LR, 2.09 GB used,   9004.87 GFLOPS,    654.88 GOPS
235   73.25 ms run,    3.98 ms python,   69.27 ms CUDA,  680.91 loss, 0.003411 LR, 2.09 GB used,   8940.16 GFLOPS,    654.88 GOPS
236   73.97 ms run,    3.99 ms python,   69.98 ms CUDA,  661.92 loss, 0.003407 LR, 2.09 GB used,   8853.41 GFLOPS,    654.88 GOPS
237   72.59 ms run,    3.93 ms python,   68.66 ms CUDA,  638.85 loss, 0.003403 LR, 2.09 GB used,   9021.90 GFLOPS,    654.88 GOPS
238   73.53 ms run,    3.96 ms python,   69.57 ms CUDA,  669.57 loss, 0.003398 LR, 2.09 GB used,   8906.85 GFLOPS,    654.88 GOPS
239   73.41 ms run,    3.70 ms python,   69.71 ms CUDA,  634.90 loss, 0.003394 LR, 2.09 GB used,   8920.87 GFLOPS,    654.88 GOPS
240   72.75 ms run,    3.90 ms python,   68.85 ms CUDA,  636.16 loss, 0.003390 LR, 2.09 GB used,   9001.64 GFLOPS,    654.88 GOPS
241   73.25 ms run,    3.69 ms python,   69.56 ms CUDA,  656.48 loss, 0.003385 LR, 2.09 GB used,   8939.91 GFLOPS,    654.88 GOPS
242   74.08 ms run,    3.98 ms python,   70.10 ms CUDA,  641.03 loss, 0.003381 LR, 2.09 GB used,   8840.52 GFLOPS,    654.88 GOPS
243   72.81 ms run,    3.90 ms python,   68.91 ms CUDA,  625.44 loss, 0.003377 LR, 2.09 GB used,   8994.84 GFLOPS,    654.88 GOPS
244   73.18 ms run,    3.94 ms python,   69.25 ms CUDA,  626.36 loss, 0.003372 LR, 2.09 GB used,   8948.69 GFLOPS,    654.88 GOPS
245   73.67 ms run,    3.85 ms python,   69.82 ms CUDA,  653.05 loss, 0.003368 LR, 2.09 GB used,   8889.13 GFLOPS,    654.88 GOPS
246   72.81 ms run,    3.97 ms python,   68.84 ms CUDA,  658.09 loss, 0.003364 LR, 2.09 GB used,   8994.03 GFLOPS,    654.88 GOPS
247   73.25 ms run,    3.77 ms python,   69.48 ms CUDA,  648.72 loss, 0.003359 LR, 2.09 GB used,   8940.04 GFLOPS,    654.88 GOPS
248   74.22 ms run,    3.85 ms python,   70.37 ms CUDA,  658.56 loss, 0.003355 LR, 2.09 GB used,   8823.80 GFLOPS,    654.88 GOPS
249   72.86 ms run,    3.93 ms python,   68.92 ms CUDA,  682.60 loss, 0.003350 LR, 2.09 GB used,   8988.70 GFLOPS,    654.88 GOPS
250   73.50 ms run,    3.87 ms python,   69.64 ms CUDA,  662.97 loss, 0.003346 LR, 2.09 GB used,   8909.54 GFLOPS,    654.88 GOPS
251   73.90 ms run,    3.91 ms python,   69.99 ms CUDA,  658.27 loss, 0.003342 LR, 2.09 GB used,   8861.50 GFLOPS,    654.88 GOPS
252   72.67 ms run,    3.92 ms python,   68.75 ms CUDA,  649.80 loss, 0.003337 LR, 2.09 GB used,   9012.26 GFLOPS,    654.88 GOPS
253   73.34 ms run,    3.86 ms python,   69.48 ms CUDA,  619.21 loss, 0.003333 LR, 2.09 GB used,   8929.32 GFLOPS,    654.88 GOPS
254   73.72 ms run,    3.87 ms python,   69.85 ms CUDA,  640.01 loss, 0.003329 LR, 2.09 GB used,   8883.27 GFLOPS,    654.88 GOPS
255   72.54 ms run,    3.84 ms python,   68.70 ms CUDA,  639.85 loss, 0.003324 LR, 2.09 GB used,   9027.95 GFLOPS,    654.88 GOPS
256   73.77 ms run,    3.87 ms python,   69.91 ms CUDA,  606.37 loss, 0.003320 LR, 2.09 GB used,   8876.87 GFLOPS,    654.88 GOPS
257   73.93 ms run,    3.90 ms python,   70.03 ms CUDA,  619.24 loss, 0.003316 LR, 2.09 GB used,   8858.54 GFLOPS,    654.88 GOPS
258   72.36 ms run,    3.66 ms python,   68.70 ms CUDA,  641.40 loss, 0.003311 LR, 2.09 GB used,   9049.84 GFLOPS,    654.88 GOPS
259   73.53 ms run,    4.01 ms python,   69.52 ms CUDA,  637.86 loss, 0.003307 LR, 2.09 GB used,   8906.52 GFLOPS,    654.88 GOPS
260   73.74 ms run,    3.96 ms python,   69.78 ms CUDA,  642.12 loss, 0.003303 LR, 2.09 GB used,   8881.36 GFLOPS,    654.88 GOPS
261   72.72 ms run,    3.91 ms python,   68.82 ms CUDA,  627.81 loss, 0.003298 LR, 2.09 GB used,   9004.91 GFLOPS,    654.88 GOPS
262   73.02 ms run,    3.92 ms python,   69.09 ms CUDA,  629.62 loss, 0.003294 LR, 2.09 GB used,   8969.03 GFLOPS,    654.88 GOPS
263   72.71 ms run,    3.88 ms python,   68.83 ms CUDA,  618.27 loss, 0.003290 LR, 2.09 GB used,   9006.36 GFLOPS,    654.88 GOPS
264   73.01 ms run,    3.93 ms python,   69.07 ms CUDA,  641.03 loss, 0.003285 LR, 2.09 GB used,   8970.21 GFLOPS,    654.88 GOPS
265   73.76 ms run,    3.97 ms python,   69.80 ms CUDA,  617.75 loss, 0.003281 LR, 2.09 GB used,   8877.98 GFLOPS,    654.88 GOPS
266   74.51 ms run,    3.90 ms python,   70.61 ms CUDA,  646.42 loss, 0.003276 LR, 2.09 GB used,   8789.09 GFLOPS,    654.88 GOPS
267   72.82 ms run,    3.83 ms python,   68.99 ms CUDA,  657.13 loss, 0.003272 LR, 2.09 GB used,   8992.83 GFLOPS,    654.88 GOPS
268   73.71 ms run,    3.90 ms python,   69.81 ms CUDA,  663.97 loss, 0.003268 LR, 2.09 GB used,   8884.62 GFLOPS,    654.88 GOPS
269   73.65 ms run,    3.79 ms python,   69.86 ms CUDA,  627.53 loss, 0.003263 LR, 2.09 GB used,   8891.26 GFLOPS,    654.88 GOPS
270   73.53 ms run,    4.98 ms python,   68.55 ms CUDA,  611.01 loss, 0.003259 LR, 2.09 GB used,   8906.82 GFLOPS,    654.88 GOPS
271   73.08 ms run,    3.77 ms python,   69.31 ms CUDA,  623.11 loss, 0.003255 LR, 2.09 GB used,   8961.26 GFLOPS,    654.88 GOPS
272   73.48 ms run,    3.85 ms python,   69.63 ms CUDA,  619.22 loss, 0.003250 LR, 2.09 GB used,   8912.30 GFLOPS,    654.88 GOPS
273   72.66 ms run,    3.63 ms python,   69.03 ms CUDA,  621.67 loss, 0.003246 LR, 2.09 GB used,   9012.35 GFLOPS,    654.88 GOPS
274   73.49 ms run,    3.98 ms python,   69.51 ms CUDA,  614.26 loss, 0.003242 LR, 2.09 GB used,   8910.91 GFLOPS,    654.88 GOPS
275   73.55 ms run,    3.74 ms python,   69.81 ms CUDA,  630.90 loss, 0.003237 LR, 2.09 GB used,   8903.62 GFLOPS,    654.88 GOPS
276   72.52 ms run,    3.88 ms python,   68.64 ms CUDA,  630.53 loss, 0.003233 LR, 2.09 GB used,   9030.12 GFLOPS,    654.88 GOPS
277   73.35 ms run,    3.89 ms python,   69.45 ms CUDA,  626.60 loss, 0.003229 LR, 2.09 GB used,   8928.37 GFLOPS,    654.88 GOPS
278   73.84 ms run,    3.96 ms python,   69.88 ms CUDA,  613.87 loss, 0.003224 LR, 2.09 GB used,   8869.02 GFLOPS,    654.88 GOPS
279   72.75 ms run,    4.06 ms python,   68.69 ms CUDA,  641.27 loss, 0.003220 LR, 2.09 GB used,   9002.08 GFLOPS,    654.88 GOPS
280   73.33 ms run,    3.92 ms python,   69.42 ms CUDA,  627.94 loss, 0.003216 LR, 2.09 GB used,   8929.98 GFLOPS,    654.88 GOPS
281   74.17 ms run,    3.80 ms python,   70.37 ms CUDA,  620.40 loss, 0.003211 LR, 2.09 GB used,   8829.40 GFLOPS,    654.88 GOPS
282   72.69 ms run,    3.76 ms python,   68.94 ms CUDA,  628.55 loss, 0.003207 LR, 2.09 GB used,   9008.65 GFLOPS,    654.88 GOPS
283   73.43 ms run,    3.89 ms python,   69.54 ms CUDA,  636.55 loss, 0.003202 LR, 2.09 GB used,   8918.04 GFLOPS,    654.88 GOPS
284   73.53 ms run,    3.87 ms python,   69.67 ms CUDA,  631.88 loss, 0.003198 LR, 2.09 GB used,   8906.02 GFLOPS,    654.88 GOPS
285   72.67 ms run,    3.85 ms python,   68.83 ms CUDA,  611.19 loss, 0.003194 LR, 2.09 GB used,   9011.36 GFLOPS,    654.88 GOPS
286   73.71 ms run,    3.87 ms python,   69.84 ms CUDA,  611.56 loss, 0.003189 LR, 2.09 GB used,   8884.31 GFLOPS,    654.88 GOPS
287   73.86 ms run,    3.90 ms python,   69.97 ms CUDA,  633.91 loss, 0.003185 LR, 2.09 GB used,   8866.12 GFLOPS,    654.88 GOPS
288   72.58 ms run,    3.69 ms python,   68.89 ms CUDA,  597.78 loss, 0.003181 LR, 2.09 GB used,   9022.92 GFLOPS,    654.88 GOPS
289   73.47 ms run,    3.94 ms python,   69.52 ms CUDA,  600.91 loss, 0.003176 LR, 2.09 GB used,   8913.66 GFLOPS,    654.88 GOPS
290   74.04 ms run,    3.90 ms python,   70.14 ms CUDA,  595.48 loss, 0.003172 LR, 2.09 GB used,   8844.86 GFLOPS,    654.88 GOPS
291   72.95 ms run,    3.93 ms python,   69.02 ms CUDA,  625.27 loss, 0.003168 LR, 2.09 GB used,   8977.26 GFLOPS,    654.88 GOPS
292   73.59 ms run,    3.84 ms python,   69.75 ms CUDA,  627.91 loss, 0.003163 LR, 2.09 GB used,   8899.16 GFLOPS,    654.88 GOPS
293   73.73 ms run,    3.93 ms python,   69.80 ms CUDA,  584.25 loss, 0.003159 LR, 2.09 GB used,   8881.88 GFLOPS,    654.88 GOPS
shuffling training dataset in 1845.68 ms (epoch=3)
294 1913.17 ms run, 1850.13 ms python,   63.04 ms CUDA,  632.60 loss, 0.003155 LR, 2.09 GB used,    343.08 GFLOPS,    656.38 GOPS
295   72.23 ms run,    4.28 ms python,   67.95 ms CUDA,  618.97 loss, 0.003150 LR, 2.09 GB used,   9066.51 GFLOPS,    654.88 GOPS
296   73.09 ms run,    4.11 ms python,   68.98 ms CUDA,  645.62 loss, 0.003146 LR, 2.09 GB used,   8960.05 GFLOPS,    654.88 GOPS
297   71.86 ms run,    4.11 ms python,   67.76 ms CUDA,  617.02 loss, 0.003142 LR, 2.09 GB used,   9112.68 GFLOPS,    654.88 GOPS
298   73.06 ms run,    3.96 ms python,   69.09 ms CUDA,  617.04 loss, 0.003137 LR, 2.09 GB used,   8963.77 GFLOPS,    654.88 GOPS
299   74.22 ms run,    4.01 ms python,   70.21 ms CUDA,  617.44 loss, 0.003133 LR, 2.09 GB used,   8823.94 GFLOPS,    654.88 GOPS
300   73.23 ms run,    4.00 ms python,   69.23 ms CUDA,  593.22 loss, 0.003128 LR, 2.09 GB used,   8943.24 GFLOPS,    654.88 GOPS
301   73.68 ms run,    4.00 ms python,   69.68 ms CUDA,  612.77 loss, 0.003124 LR, 2.09 GB used,   8887.60 GFLOPS,    654.88 GOPS
302   73.71 ms run,    3.93 ms python,   69.77 ms CUDA,  606.45 loss, 0.003120 LR, 2.09 GB used,   8884.83 GFLOPS,    654.88 GOPS
303   72.89 ms run,    3.91 ms python,   68.98 ms CUDA,  608.60 loss, 0.003115 LR, 2.09 GB used,   8984.93 GFLOPS,    654.88 GOPS
304   73.42 ms run,    3.85 ms python,   69.57 ms CUDA,  619.19 loss, 0.003111 LR, 2.09 GB used,   8920.22 GFLOPS,    654.88 GOPS
305   73.92 ms run,    3.96 ms python,   69.96 ms CUDA,  614.31 loss, 0.003107 LR, 2.09 GB used,   8859.07 GFLOPS,    654.88 GOPS
306   72.46 ms run,    3.83 ms python,   68.63 ms CUDA,  614.87 loss, 0.003102 LR, 2.09 GB used,   9037.72 GFLOPS,    654.88 GOPS
307   73.17 ms run,    3.86 ms python,   69.30 ms CUDA,  611.82 loss, 0.003098 LR, 2.09 GB used,   8950.52 GFLOPS,    654.88 GOPS
308   73.58 ms run,    3.76 ms python,   69.82 ms CUDA,  606.53 loss, 0.003094 LR, 2.09 GB used,   8900.47 GFLOPS,    654.88 GOPS
309   72.96 ms run,    3.91 ms python,   69.05 ms CUDA,  596.96 loss, 0.003089 LR, 2.09 GB used,   8975.55 GFLOPS,    654.88 GOPS
310   73.49 ms run,    3.75 ms python,   69.74 ms CUDA,  607.38 loss, 0.003085 LR, 2.09 GB used,   8910.57 GFLOPS,    654.88 GOPS
311   74.04 ms run,    3.91 ms python,   70.13 ms CUDA,  593.07 loss, 0.003081 LR, 2.09 GB used,   8844.57 GFLOPS,    654.88 GOPS
312   72.84 ms run,    3.99 ms python,   68.85 ms CUDA,  653.67 loss, 0.003076 LR, 2.09 GB used,   8990.27 GFLOPS,    654.88 GOPS
313   73.42 ms run,    3.93 ms python,   69.48 ms CUDA,  621.19 loss, 0.003072 LR, 2.09 GB used,   8920.17 GFLOPS,    654.88 GOPS
314   74.11 ms run,    3.89 ms python,   70.22 ms CUDA,  624.84 loss, 0.003068 LR, 2.09 GB used,   8836.59 GFLOPS,    654.88 GOPS
315   72.57 ms run,    3.93 ms python,   68.65 ms CUDA,  630.56 loss, 0.003063 LR, 2.09 GB used,   9023.61 GFLOPS,    654.88 GOPS
316   73.27 ms run,    3.89 ms python,   69.39 ms CUDA,  621.45 loss, 0.003059 LR, 2.09 GB used,   8937.63 GFLOPS,    654.88 GOPS
317   73.77 ms run,    3.87 ms python,   69.90 ms CUDA,  586.50 loss, 0.003054 LR, 2.09 GB used,   8877.07 GFLOPS,    654.88 GOPS
318   72.63 ms run,    3.93 ms python,   68.70 ms CUDA,  618.42 loss, 0.003050 LR, 2.09 GB used,   9016.78 GFLOPS,    654.88 GOPS
319   73.33 ms run,    3.88 ms python,   69.45 ms CUDA,  606.64 loss, 0.003046 LR, 2.09 GB used,   8930.04 GFLOPS,    654.88 GOPS
320   73.15 ms run,    3.87 ms python,   69.28 ms CUDA,  601.24 loss, 0.003041 LR, 2.09 GB used,   8953.03 GFLOPS,    654.88 GOPS
321   73.11 ms run,    3.94 ms python,   69.17 ms CUDA,  622.50 loss, 0.003037 LR, 2.09 GB used,   8957.81 GFLOPS,    654.88 GOPS
322   73.65 ms run,    4.03 ms python,   69.63 ms CUDA,  603.18 loss, 0.003033 LR, 2.09 GB used,   8891.19 GFLOPS,    654.88 GOPS
323   73.60 ms run,    3.69 ms python,   69.91 ms CUDA,  607.01 loss, 0.003028 LR, 2.09 GB used,   8898.13 GFLOPS,    654.88 GOPS
324   72.70 ms run,    3.98 ms python,   68.72 ms CUDA,  623.45 loss, 0.003024 LR, 2.09 GB used,   9008.15 GFLOPS,    654.88 GOPS
325   73.71 ms run,    3.92 ms python,   69.79 ms CUDA,  624.07 loss, 0.003020 LR, 2.09 GB used,   8884.70 GFLOPS,    654.88 GOPS
326   73.95 ms run,    3.95 ms python,   70.00 ms CUDA,  606.45 loss, 0.003015 LR, 2.09 GB used,   8856.00 GFLOPS,    654.88 GOPS
327   72.91 ms run,    3.96 ms python,   68.95 ms CUDA,  608.84 loss, 0.003011 LR, 2.09 GB used,   8982.33 GFLOPS,    654.88 GOPS
328   73.53 ms run,    3.96 ms python,   69.58 ms CUDA,  612.19 loss, 0.003007 LR, 2.09 GB used,   8905.81 GFLOPS,    654.88 GOPS
329   73.83 ms run,    3.94 ms python,   69.90 ms CUDA,  589.40 loss, 0.003002 LR, 2.09 GB used,   8869.68 GFLOPS,    654.88 GOPS
330   72.82 ms run,    3.89 ms python,   68.93 ms CUDA,  602.29 loss, 0.002998 LR, 2.09 GB used,   8993.19 GFLOPS,    654.88 GOPS
331   73.59 ms run,    3.90 ms python,   69.69 ms CUDA,  616.16 loss, 0.002994 LR, 2.09 GB used,   8899.34 GFLOPS,    654.88 GOPS
332   73.57 ms run,    3.93 ms python,   69.64 ms CUDA,  614.22 loss, 0.002989 LR, 2.09 GB used,   8901.87 GFLOPS,    654.88 GOPS
333   72.84 ms run,    3.95 ms python,   68.89 ms CUDA,  584.99 loss, 0.002985 LR, 2.09 GB used,   8990.58 GFLOPS,    654.88 GOPS
334   73.16 ms run,    3.93 ms python,   69.23 ms CUDA,  592.40 loss, 0.002980 LR, 2.09 GB used,   8951.62 GFLOPS,    654.88 GOPS
335   73.79 ms run,    3.81 ms python,   69.99 ms CUDA,  614.39 loss, 0.002976 LR, 2.09 GB used,   8874.49 GFLOPS,    654.88 GOPS
336   72.72 ms run,    3.92 ms python,   68.80 ms CUDA,  626.48 loss, 0.002972 LR, 2.09 GB used,   9005.55 GFLOPS,    654.88 GOPS
337   73.52 ms run,    3.90 ms python,   69.62 ms CUDA,  625.22 loss, 0.002967 LR, 2.09 GB used,   8907.66 GFLOPS,    654.88 GOPS
338   73.40 ms run,    3.89 ms python,   69.51 ms CUDA,  619.83 loss, 0.002963 LR, 2.09 GB used,   8921.62 GFLOPS,    654.88 GOPS
339   72.65 ms run,    3.88 ms python,   68.77 ms CUDA,  605.27 loss, 0.002959 LR, 2.09 GB used,   9014.13 GFLOPS,    654.88 GOPS
340   73.54 ms run,    3.86 ms python,   69.67 ms CUDA,  605.20 loss, 0.002954 LR, 2.09 GB used,   8905.55 GFLOPS,    654.88 GOPS
341   74.16 ms run,    3.99 ms python,   70.17 ms CUDA,  639.08 loss, 0.002950 LR, 2.09 GB used,   8830.94 GFLOPS,    654.88 GOPS
342   72.76 ms run,    3.80 ms python,   68.95 ms CUDA,  625.88 loss, 0.002946 LR, 2.09 GB used,   9001.08 GFLOPS,    654.88 GOPS
343   73.67 ms run,    3.96 ms python,   69.70 ms CUDA,  619.14 loss, 0.002941 LR, 2.09 GB used,   8889.77 GFLOPS,    654.88 GOPS
