shuffling training dataset in 79.67 ms (epoch=0)
  0 6003.44 ms run, 6002.48 ms python,    0.96 ms CUDA, 1187.85 loss, 0.000015 LR, 1.68 GB used,    118.31 GFLOPS,    710.26 GOPS
171   74.50 ms run,    2.52 ms python,   71.98 ms CUDA,  648.39 loss, 0.002571 LR, 2.89 GB used,   8790.54 GFLOPS,    654.88 GOPS
172   72.53 ms run,    2.57 ms python,   69.96 ms CUDA,  669.41 loss, 0.002586 LR, 2.89 GB used,   9028.71 GFLOPS,    654.88 GOPS
173   72.97 ms run,    2.57 ms python,   70.40 ms CUDA,  643.85 loss, 0.002601 LR, 2.89 GB used,   8975.19 GFLOPS,    654.88 GOPS
174   74.37 ms run,    2.36 ms python,   72.01 ms CUDA,  646.89 loss, 0.002615 LR, 2.89 GB used,   8805.93 GFLOPS,    654.88 GOPS
175   72.41 ms run,    2.55 ms python,   69.87 ms CUDA,  661.98 loss, 0.002630 LR, 2.89 GB used,   9043.47 GFLOPS,    654.88 GOPS
176   73.12 ms run,    2.60 ms python,   70.52 ms CUDA,  660.79 loss, 0.002645 LR, 2.89 GB used,   8956.82 GFLOPS,    654.88 GOPS
177   74.60 ms run,    2.52 ms python,   72.08 ms CUDA,  660.69 loss, 0.002660 LR, 2.89 GB used,   8778.69 GFLOPS,    654.88 GOPS
178   72.96 ms run,    2.56 ms python,   70.40 ms CUDA,  658.52 loss, 0.002675 LR, 2.89 GB used,   8975.89 GFLOPS,    654.88 GOPS
179   72.84 ms run,    2.56 ms python,   70.28 ms CUDA,  647.02 loss, 0.002690 LR, 2.89 GB used,   8990.55 GFLOPS,    654.88 GOPS
180   71.98 ms run,    2.54 ms python,   69.45 ms CUDA,  651.22 loss, 0.002705 LR, 2.89 GB used,   9097.75 GFLOPS,    654.88 GOPS
181   72.76 ms run,    2.51 ms python,   70.25 ms CUDA,  673.15 loss, 0.002720 LR, 2.89 GB used,   9000.61 GFLOPS,    654.88 GOPS
182   73.21 ms run,    2.48 ms python,   70.73 ms CUDA,  651.04 loss, 0.002735 LR, 2.89 GB used,   8944.73 GFLOPS,    654.88 GOPS
183   73.39 ms run,    2.48 ms python,   70.91 ms CUDA,  647.38 loss, 0.002750 LR, 2.89 GB used,   8923.38 GFLOPS,    654.88 GOPS
184   72.17 ms run,    2.50 ms python,   69.67 ms CUDA,  654.45 loss, 0.002765 LR, 2.89 GB used,   9073.57 GFLOPS,    654.88 GOPS
185   73.00 ms run,    2.57 ms python,   70.43 ms CUDA,  656.80 loss, 0.002780 LR, 2.89 GB used,   8970.65 GFLOPS,    654.88 GOPS
186   72.14 ms run,    2.56 ms python,   69.57 ms CUDA,  657.14 loss, 0.002795 LR, 2.89 GB used,   9078.36 GFLOPS,    654.88 GOPS
187   72.50 ms run,    2.42 ms python,   70.08 ms CUDA,  656.92 loss, 0.002810 LR, 2.89 GB used,   9032.97 GFLOPS,    654.88 GOPS
188   73.70 ms run,    2.54 ms python,   71.17 ms CUDA,  683.66 loss, 0.002825 LR, 2.89 GB used,   8885.23 GFLOPS,    654.88 GOPS
189   72.14 ms run,    2.54 ms python,   69.61 ms CUDA,  664.86 loss, 0.002840 LR, 2.89 GB used,   9077.43 GFLOPS,    654.88 GOPS
190   72.51 ms run,    2.59 ms python,   69.92 ms CUDA,  658.43 loss, 0.002855 LR, 2.89 GB used,   9031.24 GFLOPS,    654.88 GOPS
191   74.34 ms run,    2.55 ms python,   71.78 ms CUDA,  678.90 loss, 0.002870 LR, 2.89 GB used,   8809.76 GFLOPS,    654.88 GOPS
192   72.75 ms run,    2.52 ms python,   70.23 ms CUDA,  645.70 loss, 0.002885 LR, 2.89 GB used,   9001.24 GFLOPS,    654.88 GOPS
193   72.83 ms run,    2.51 ms python,   70.32 ms CUDA,  649.28 loss, 0.002899 LR, 2.89 GB used,   8992.43 GFLOPS,    654.88 GOPS
194   74.02 ms run,    2.35 ms python,   71.67 ms CUDA,  675.38 loss, 0.002914 LR, 2.89 GB used,   8847.31 GFLOPS,    654.88 GOPS
195   72.66 ms run,    2.61 ms python,   70.05 ms CUDA,  625.98 loss, 0.002929 LR, 2.89 GB used,   9013.02 GFLOPS,    654.88 GOPS
shuffling training dataset in 77.27 ms (epoch=2)
196  496.38 ms run,  425.87 ms python,   70.51 ms CUDA,  633.36 loss, 0.002944 LR, 2.89 GB used,   1424.74 GFLOPS,    707.21 GOPS
197   72.57 ms run,    2.66 ms python,   69.92 ms CUDA,  623.05 loss, 0.002959 LR, 2.89 GB used,   9023.69 GFLOPS,    654.88 GOPS
198   71.35 ms run,    2.52 ms python,   68.83 ms CUDA,  654.44 loss, 0.002974 LR, 2.89 GB used,   9179.01 GFLOPS,    654.88 GOPS
199   72.61 ms run,    2.52 ms python,   70.09 ms CUDA,  639.34 loss, 0.002989 LR, 2.89 GB used,   9019.38 GFLOPS,    654.88 GOPS
200   74.29 ms run,    2.44 ms python,   71.85 ms CUDA,  638.11 loss, 0.003004 LR, 2.89 GB used,   8814.61 GFLOPS,    654.88 GOPS
201   71.35 ms run,    2.51 ms python,   68.84 ms CUDA,  638.39 loss, 0.003019 LR, 2.89 GB used,   9178.15 GFLOPS,    654.88 GOPS
202   70.19 ms run,    2.56 ms python,   67.63 ms CUDA,  644.59 loss, 0.003034 LR, 2.89 GB used,   9329.82 GFLOPS,    654.88 GOPS
203   70.38 ms run,    2.51 ms python,   67.87 ms CUDA,  637.38 loss, 0.003049 LR, 2.89 GB used,   9305.46 GFLOPS,    654.88 GOPS
204   69.91 ms run,    2.63 ms python,   67.28 ms CUDA,  651.44 loss, 0.003064 LR, 2.89 GB used,   9367.44 GFLOPS,    654.88 GOPS
205   71.96 ms run,    2.54 ms python,   69.42 ms CUDA,  648.15 loss, 0.003079 LR, 2.89 GB used,   9100.44 GFLOPS,    654.88 GOPS
206   72.34 ms run,    2.44 ms python,   69.90 ms CUDA,  667.39 loss, 0.003094 LR, 2.89 GB used,   9052.74 GFLOPS,    654.88 GOPS
207   74.03 ms run,    2.47 ms python,   71.56 ms CUDA,  666.09 loss, 0.003109 LR, 2.89 GB used,   8846.48 GFLOPS,    654.88 GOPS
208   72.65 ms run,    2.53 ms python,   70.11 ms CUDA,  655.43 loss, 0.003124 LR, 2.89 GB used,   9014.27 GFLOPS,    654.88 GOPS
209   72.91 ms run,    2.54 ms python,   70.37 ms CUDA,  701.33 loss, 0.003139 LR, 2.89 GB used,   8982.07 GFLOPS,    654.88 GOPS
210   74.46 ms run,    2.51 ms python,   71.95 ms CUDA,  653.25 loss, 0.003154 LR, 2.89 GB used,   8795.03 GFLOPS,    654.88 GOPS
211   72.65 ms run,    2.51 ms python,   70.13 ms CUDA,  670.84 loss, 0.003168 LR, 2.89 GB used,   9014.68 GFLOPS,    654.88 GOPS
212   72.66 ms run,    2.49 ms python,   70.16 ms CUDA,  656.70 loss, 0.003183 LR, 2.89 GB used,   9013.25 GFLOPS,    654.88 GOPS
213   73.90 ms run,    2.42 ms python,   71.48 ms CUDA,  646.78 loss, 0.003198 LR, 2.89 GB used,   8861.60 GFLOPS,    654.88 GOPS
214   72.44 ms run,    2.56 ms python,   69.88 ms CUDA,  659.34 loss, 0.003213 LR, 2.89 GB used,   9040.36 GFLOPS,    654.88 GOPS
215   72.87 ms run,    2.31 ms python,   70.56 ms CUDA,  622.12 loss, 0.003228 LR, 2.89 GB used,   8987.19 GFLOPS,    654.88 GOPS
216   74.30 ms run,    2.54 ms python,   71.76 ms CUDA,  634.07 loss, 0.003243 LR, 2.89 GB used,   8813.95 GFLOPS,    654.88 GOPS
217   72.84 ms run,    2.30 ms python,   70.54 ms CUDA,  609.18 loss, 0.003258 LR, 2.89 GB used,   8990.61 GFLOPS,    654.88 GOPS
218   73.16 ms run,    2.52 ms python,   70.65 ms CUDA,  644.37 loss, 0.003273 LR, 2.89 GB used,   8950.92 GFLOPS,    654.88 GOPS
219   74.66 ms run,    2.47 ms python,   72.19 ms CUDA,  636.00 loss, 0.003288 LR, 2.89 GB used,   8771.45 GFLOPS,    654.88 GOPS
220   72.91 ms run,    2.56 ms python,   70.35 ms CUDA,  655.47 loss, 0.003303 LR, 2.89 GB used,   8982.24 GFLOPS,    654.88 GOPS
221   72.66 ms run,    2.47 ms python,   70.20 ms CUDA,  664.49 loss, 0.003318 LR, 2.89 GB used,   9012.67 GFLOPS,    654.88 GOPS
222   74.56 ms run,    2.56 ms python,   72.00 ms CUDA,  657.69 loss, 0.003333 LR, 2.89 GB used,   8782.91 GFLOPS,    654.88 GOPS
223   72.72 ms run,    2.51 ms python,   70.21 ms CUDA,  646.81 loss, 0.003348 LR, 2.89 GB used,   9005.75 GFLOPS,    654.88 GOPS
224   72.65 ms run,    2.44 ms python,   70.21 ms CUDA,  661.95 loss, 0.003363 LR, 2.89 GB used,   9014.67 GFLOPS,    654.88 GOPS
225   74.35 ms run,    2.52 ms python,   71.83 ms CUDA,  651.58 loss, 0.003378 LR, 2.89 GB used,   8807.87 GFLOPS,    654.88 GOPS
226   72.59 ms run,    2.47 ms python,   70.12 ms CUDA,  642.51 loss, 0.003393 LR, 2.89 GB used,   9021.98 GFLOPS,    654.88 GOPS
227   73.34 ms run,    2.53 ms python,   70.81 ms CUDA,  655.75 loss, 0.003408 LR, 2.89 GB used,   8929.40 GFLOPS,    654.88 GOPS
228   74.13 ms run,    2.43 ms python,   71.70 ms CUDA,  625.09 loss, 0.003423 LR, 2.89 GB used,   8833.96 GFLOPS,    654.88 GOPS
229   72.70 ms run,    2.58 ms python,   70.12 ms CUDA,  634.61 loss, 0.003437 LR, 2.89 GB used,   9007.50 GFLOPS,    654.88 GOPS
230   73.00 ms run,    2.52 ms python,   70.48 ms CUDA,  626.83 loss, 0.003433 LR, 2.89 GB used,   8971.31 GFLOPS,    654.88 GOPS
231   74.25 ms run,    2.53 ms python,   71.72 ms CUDA,  635.11 loss, 0.003429 LR, 2.89 GB used,   8820.02 GFLOPS,    654.88 GOPS
232   72.79 ms run,    2.41 ms python,   70.38 ms CUDA,  653.12 loss, 0.003424 LR, 2.89 GB used,   8997.03 GFLOPS,    654.88 GOPS
233   73.00 ms run,    2.41 ms python,   70.58 ms CUDA,  667.25 loss, 0.003420 LR, 2.89 GB used,   8971.21 GFLOPS,    654.88 GOPS
234   74.49 ms run,    2.56 ms python,   71.94 ms CUDA,  644.99 loss, 0.003416 LR, 2.89 GB used,   8791.25 GFLOPS,    654.88 GOPS
235   72.43 ms run,    2.53 ms python,   69.89 ms CUDA,  643.51 loss, 0.003411 LR, 2.89 GB used,   9042.09 GFLOPS,    654.88 GOPS
236   72.80 ms run,    2.53 ms python,   70.26 ms CUDA,  645.03 loss, 0.003407 LR, 2.89 GB used,   8996.14 GFLOPS,    654.88 GOPS
237   74.48 ms run,    2.51 ms python,   71.98 ms CUDA,  653.75 loss, 0.003403 LR, 2.89 GB used,   8792.09 GFLOPS,    654.88 GOPS
238   72.35 ms run,    2.49 ms python,   69.86 ms CUDA,  648.87 loss, 0.003398 LR, 2.89 GB used,   9051.96 GFLOPS,    654.88 GOPS
239   73.28 ms run,    2.58 ms python,   70.70 ms CUDA,  685.25 loss, 0.003394 LR, 2.89 GB used,   8936.60 GFLOPS,    654.88 GOPS
240   74.36 ms run,    2.49 ms python,   71.87 ms CUDA,  653.90 loss, 0.003390 LR, 2.89 GB used,   8807.45 GFLOPS,    654.88 GOPS
241   73.04 ms run,    2.51 ms python,   70.54 ms CUDA,  625.40 loss, 0.003385 LR, 2.89 GB used,   8965.47 GFLOPS,    654.88 GOPS
242   73.23 ms run,    2.52 ms python,   70.70 ms CUDA,  616.22 loss, 0.003381 LR, 2.89 GB used,   8943.07 GFLOPS,    654.88 GOPS
243   74.15 ms run,    2.48 ms python,   71.68 ms CUDA,  642.71 loss, 0.003377 LR, 2.89 GB used,   8831.22 GFLOPS,    654.88 GOPS
244   72.45 ms run,    2.53 ms python,   69.92 ms CUDA,  642.45 loss, 0.003372 LR, 2.89 GB used,   9038.61 GFLOPS,    654.88 GOPS
245   72.57 ms run,    2.36 ms python,   70.21 ms CUDA,  640.74 loss, 0.003368 LR, 2.89 GB used,   9024.17 GFLOPS,    654.88 GOPS
246   74.40 ms run,    2.53 ms python,   71.87 ms CUDA,  644.86 loss, 0.003364 LR, 2.89 GB used,   8801.88 GFLOPS,    654.88 GOPS
247   72.25 ms run,    2.54 ms python,   69.71 ms CUDA,  648.01 loss, 0.003359 LR, 2.89 GB used,   9063.66 GFLOPS,    654.88 GOPS
248   73.22 ms run,    2.54 ms python,   70.68 ms CUDA,  631.67 loss, 0.003355 LR, 2.89 GB used,   8943.61 GFLOPS,    654.88 GOPS
249   74.81 ms run,    2.51 ms python,   72.30 ms CUDA,  638.41 loss, 0.003350 LR, 2.89 GB used,   8754.23 GFLOPS,    654.88 GOPS
250   73.07 ms run,    2.53 ms python,   70.54 ms CUDA,  657.95 loss, 0.003346 LR, 2.89 GB used,   8962.20 GFLOPS,    654.88 GOPS
251   72.89 ms run,    2.49 ms python,   70.40 ms CUDA,  635.82 loss, 0.003342 LR, 2.89 GB used,   8984.53 GFLOPS,    654.88 GOPS
252   74.16 ms run,    2.51 ms python,   71.65 ms CUDA,  642.93 loss, 0.003337 LR, 2.89 GB used,   8830.91 GFLOPS,    654.88 GOPS
253   72.25 ms run,    2.55 ms python,   69.70 ms CUDA,  646.35 loss, 0.003333 LR, 2.89 GB used,   9063.82 GFLOPS,    654.88 GOPS
254   72.87 ms run,    2.47 ms python,   70.40 ms CUDA,  633.03 loss, 0.003329 LR, 2.89 GB used,   8987.06 GFLOPS,    654.88 GOPS
255   74.51 ms run,    2.51 ms python,   71.99 ms CUDA,  601.26 loss, 0.003324 LR, 2.89 GB used,   8789.49 GFLOPS,    654.88 GOPS
256   72.49 ms run,    2.38 ms python,   70.11 ms CUDA,  607.96 loss, 0.003320 LR, 2.89 GB used,   9033.75 GFLOPS,    654.88 GOPS
257   72.87 ms run,    2.50 ms python,   70.37 ms CUDA,  632.89 loss, 0.003316 LR, 2.89 GB used,   8987.29 GFLOPS,    654.88 GOPS
258   74.40 ms run,    2.27 ms python,   72.13 ms CUDA,  638.15 loss, 0.003311 LR, 2.89 GB used,   8801.68 GFLOPS,    654.88 GOPS
259   72.62 ms run,    2.48 ms python,   70.14 ms CUDA,  662.76 loss, 0.003307 LR, 2.89 GB used,   9017.53 GFLOPS,    654.88 GOPS
260   72.67 ms run,    2.39 ms python,   70.28 ms CUDA,  645.36 loss, 0.003303 LR, 2.89 GB used,   9011.89 GFLOPS,    654.88 GOPS
261   74.53 ms run,    2.54 ms python,   72.00 ms CUDA,  622.65 loss, 0.003298 LR, 2.89 GB used,   8786.61 GFLOPS,    654.88 GOPS
262   72.51 ms run,    2.46 ms python,   70.05 ms CUDA,  619.47 loss, 0.003294 LR, 2.89 GB used,   9031.71 GFLOPS,    654.88 GOPS
263   73.13 ms run,    2.52 ms python,   70.61 ms CUDA,  645.66 loss, 0.003290 LR, 2.89 GB used,   8954.76 GFLOPS,    654.88 GOPS
264   74.67 ms run,    2.50 ms python,   72.17 ms CUDA,  671.79 loss, 0.003285 LR, 2.89 GB used,   8770.56 GFLOPS,    654.88 GOPS
265   72.76 ms run,    2.55 ms python,   70.21 ms CUDA,  624.64 loss, 0.003281 LR, 2.89 GB used,   9000.35 GFLOPS,    654.88 GOPS
266   72.70 ms run,    2.52 ms python,   70.18 ms CUDA,  645.96 loss, 0.003276 LR, 2.89 GB used,   9007.78 GFLOPS,    654.88 GOPS
267   74.51 ms run,    2.51 ms python,   72.00 ms CUDA,  671.58 loss, 0.003272 LR, 2.89 GB used,   8789.35 GFLOPS,    654.88 GOPS
268   72.95 ms run,    2.45 ms python,   70.50 ms CUDA,  629.78 loss, 0.003268 LR, 2.89 GB used,   8977.52 GFLOPS,    654.88 GOPS
269   73.07 ms run,    2.52 ms python,   70.55 ms CUDA,  615.26 loss, 0.003263 LR, 2.89 GB used,   8962.09 GFLOPS,    654.88 GOPS
270   74.25 ms run,    2.52 ms python,   71.73 ms CUDA,  620.92 loss, 0.003259 LR, 2.89 GB used,   8820.39 GFLOPS,    654.88 GOPS
271   72.41 ms run,    2.36 ms python,   70.05 ms CUDA,  616.44 loss, 0.003255 LR, 2.89 GB used,   9044.26 GFLOPS,    654.88 GOPS
272   73.00 ms run,    2.51 ms python,   70.48 ms CUDA,  613.67 loss, 0.003250 LR, 2.89 GB used,   8971.33 GFLOPS,    654.88 GOPS
273   74.39 ms run,    2.51 ms python,   71.88 ms CUDA,  604.82 loss, 0.003246 LR, 2.89 GB used,   8802.82 GFLOPS,    654.88 GOPS
274   72.75 ms run,    2.55 ms python,   70.21 ms CUDA,  629.60 loss, 0.003242 LR, 2.89 GB used,   9001.16 GFLOPS,    654.88 GOPS
275   72.76 ms run,    2.57 ms python,   70.19 ms CUDA,  629.59 loss, 0.003237 LR, 2.89 GB used,   8999.93 GFLOPS,    654.88 GOPS
276   74.20 ms run,    2.54 ms python,   71.66 ms CUDA,  600.92 loss, 0.003233 LR, 2.89 GB used,   8825.35 GFLOPS,    654.88 GOPS
277   72.40 ms run,    2.31 ms python,   70.08 ms CUDA,  614.05 loss, 0.003229 LR, 2.89 GB used,   9045.74 GFLOPS,    654.88 GOPS
278   72.90 ms run,    2.51 ms python,   70.39 ms CUDA,  616.54 loss, 0.003224 LR, 2.89 GB used,   8983.51 GFLOPS,    654.88 GOPS
279   74.41 ms run,    2.46 ms python,   71.95 ms CUDA,  626.12 loss, 0.003220 LR, 2.89 GB used,   8801.04 GFLOPS,    654.88 GOPS
280   72.85 ms run,    2.57 ms python,   70.29 ms CUDA,  634.32 loss, 0.003216 LR, 2.89 GB used,   8989.00 GFLOPS,    654.88 GOPS
281   72.76 ms run,    2.53 ms python,   70.23 ms CUDA,  616.06 loss, 0.003211 LR, 2.89 GB used,   9000.59 GFLOPS,    654.88 GOPS
282   74.47 ms run,    2.52 ms python,   71.95 ms CUDA,  607.48 loss, 0.003207 LR, 2.89 GB used,   8794.24 GFLOPS,    654.88 GOPS
283   73.09 ms run,    2.44 ms python,   70.64 ms CUDA,  609.53 loss, 0.003202 LR, 2.89 GB used,   8960.16 GFLOPS,    654.88 GOPS
284   72.82 ms run,    2.47 ms python,   70.35 ms CUDA,  602.35 loss, 0.003198 LR, 2.89 GB used,   8992.76 GFLOPS,    654.88 GOPS
285   74.50 ms run,    2.53 ms python,   71.97 ms CUDA,  625.76 loss, 0.003194 LR, 2.89 GB used,   8790.45 GFLOPS,    654.88 GOPS
286   72.52 ms run,    2.42 ms python,   70.10 ms CUDA,  617.29 loss, 0.003189 LR, 2.89 GB used,   9030.69 GFLOPS,    654.88 GOPS
287   73.06 ms run,    2.49 ms python,   70.58 ms CUDA,  648.32 loss, 0.003185 LR, 2.89 GB used,   8963.33 GFLOPS,    654.88 GOPS
288   74.51 ms run,    2.57 ms python,   71.94 ms CUDA,  653.02 loss, 0.003181 LR, 2.89 GB used,   8788.56 GFLOPS,    654.88 GOPS
289   72.87 ms run,    2.52 ms python,   70.35 ms CUDA,  640.75 loss, 0.003176 LR, 2.89 GB used,   8987.45 GFLOPS,    654.88 GOPS
290   73.11 ms run,    2.52 ms python,   70.59 ms CUDA,  612.99 loss, 0.003172 LR, 2.89 GB used,   8957.94 GFLOPS,    654.88 GOPS
291   74.14 ms run,    2.56 ms python,   71.58 ms CUDA,  633.08 loss, 0.003168 LR, 2.89 GB used,   8833.15 GFLOPS,    654.88 GOPS
292   72.29 ms run,    2.30 ms python,   69.99 ms CUDA,  637.28 loss, 0.003163 LR, 2.89 GB used,   9059.56 GFLOPS,    654.88 GOPS
293   73.12 ms run,    2.54 ms python,   70.58 ms CUDA,  612.09 loss, 0.003159 LR, 2.89 GB used,   8956.75 GFLOPS,    654.88 GOPS
shuffling training dataset in 77.67 ms (epoch=3)
294  352.31 ms run,  284.42 ms python,   67.89 ms CUDA,  595.92 loss, 0.003155 LR, 2.89 GB used,   2007.36 GFLOPS,    707.21 GOPS
295   68.99 ms run,    2.44 ms python,   66.54 ms CUDA,  626.06 loss, 0.003150 LR, 2.89 GB used,   9492.89 GFLOPS,    654.88 GOPS
296   72.92 ms run,    2.50 ms python,   70.43 ms CUDA,  618.74 loss, 0.003146 LR, 2.89 GB used,   8980.27 GFLOPS,    654.88 GOPS
297   72.77 ms run,    2.50 ms python,   70.27 ms CUDA,  616.05 loss, 0.003142 LR, 2.89 GB used,   8999.72 GFLOPS,    654.88 GOPS
298   72.99 ms run,    2.50 ms python,   70.49 ms CUDA,  593.68 loss, 0.003137 LR, 2.89 GB used,   8972.27 GFLOPS,    654.88 GOPS
299   74.07 ms run,    2.54 ms python,   71.53 ms CUDA,  603.70 loss, 0.003133 LR, 2.89 GB used,   8841.33 GFLOPS,    654.88 GOPS
300   72.28 ms run,    2.38 ms python,   69.90 ms CUDA,  616.18 loss, 0.003128 LR, 2.89 GB used,   9060.89 GFLOPS,    654.88 GOPS
301   73.31 ms run,    2.50 ms python,   70.81 ms CUDA,  613.58 loss, 0.003124 LR, 2.89 GB used,   8932.57 GFLOPS,    654.88 GOPS
302   74.44 ms run,    2.32 ms python,   72.11 ms CUDA,  613.54 loss, 0.003120 LR, 2.89 GB used,   8797.85 GFLOPS,    654.88 GOPS
303   72.66 ms run,    2.51 ms python,   70.15 ms CUDA,  606.35 loss, 0.003115 LR, 2.89 GB used,   9012.35 GFLOPS,    654.88 GOPS
304   72.90 ms run,    2.50 ms python,   70.40 ms CUDA,  591.48 loss, 0.003111 LR, 2.89 GB used,   8983.33 GFLOPS,    654.88 GOPS
305   74.43 ms run,    2.53 ms python,   71.89 ms CUDA,  619.96 loss, 0.003107 LR, 2.89 GB used,   8799.09 GFLOPS,    654.88 GOPS
306   72.46 ms run,    2.51 ms python,   69.95 ms CUDA,  598.54 loss, 0.003102 LR, 2.89 GB used,   9038.00 GFLOPS,    654.88 GOPS
307   72.90 ms run,    2.53 ms python,   70.37 ms CUDA,  613.82 loss, 0.003098 LR, 2.89 GB used,   8983.23 GFLOPS,    654.88 GOPS
308   74.62 ms run,    2.52 ms python,   72.10 ms CUDA,  618.16 loss, 0.003094 LR, 2.89 GB used,   8776.59 GFLOPS,    654.88 GOPS
309   72.49 ms run,    2.49 ms python,   70.01 ms CUDA,  589.72 loss, 0.003089 LR, 2.89 GB used,   9033.68 GFLOPS,    654.88 GOPS
310   73.06 ms run,    2.58 ms python,   70.48 ms CUDA,  617.42 loss, 0.003085 LR, 2.89 GB used,   8963.00 GFLOPS,    654.88 GOPS
311   74.03 ms run,    2.48 ms python,   71.56 ms CUDA,  634.29 loss, 0.003081 LR, 2.89 GB used,   8845.80 GFLOPS,    654.88 GOPS
312   72.46 ms run,    2.52 ms python,   69.94 ms CUDA,  628.66 loss, 0.003076 LR, 2.89 GB used,   9038.03 GFLOPS,    654.88 GOPS
313   73.35 ms run,    2.51 ms python,   70.84 ms CUDA,  611.29 loss, 0.003072 LR, 2.89 GB used,   8928.01 GFLOPS,    654.88 GOPS
314   74.55 ms run,    2.57 ms python,   71.98 ms CUDA,  611.33 loss, 0.003068 LR, 2.89 GB used,   8784.29 GFLOPS,    654.88 GOPS
315   72.58 ms run,    2.56 ms python,   70.03 ms CUDA,  606.03 loss, 0.003063 LR, 2.89 GB used,   9022.37 GFLOPS,    654.88 GOPS
316   72.90 ms run,    2.50 ms python,   70.41 ms CUDA,  620.45 loss, 0.003059 LR, 2.89 GB used,   8982.80 GFLOPS,    654.88 GOPS
317   73.84 ms run,    2.27 ms python,   71.57 ms CUDA,  624.90 loss, 0.003054 LR, 2.89 GB used,   8868.94 GFLOPS,    654.88 GOPS
318   72.88 ms run,    2.59 ms python,   70.29 ms CUDA,  616.13 loss, 0.003050 LR, 2.89 GB used,   8985.69 GFLOPS,    654.88 GOPS
319   73.33 ms run,    2.52 ms python,   70.80 ms CUDA,  600.00 loss, 0.003046 LR, 2.89 GB used,   8931.05 GFLOPS,    654.88 GOPS
320   74.27 ms run,    2.51 ms python,   71.76 ms CUDA,  596.37 loss, 0.003041 LR, 2.89 GB used,   8817.28 GFLOPS,    654.88 GOPS
321   72.66 ms run,    2.31 ms python,   70.35 ms CUDA,  581.14 loss, 0.003037 LR, 2.89 GB used,   9012.87 GFLOPS,    654.88 GOPS
322   73.28 ms run,    2.49 ms python,   70.80 ms CUDA,  584.11 loss, 0.003033 LR, 2.89 GB used,   8936.41 GFLOPS,    654.88 GOPS
323   73.97 ms run,    2.45 ms python,   71.52 ms CUDA,  595.56 loss, 0.003028 LR, 2.89 GB used,   8853.47 GFLOPS,    654.88 GOPS
324   72.54 ms run,    2.49 ms python,   70.06 ms CUDA,  608.52 loss, 0.003024 LR, 2.89 GB used,   9027.48 GFLOPS,    654.88 GOPS
325   72.88 ms run,    2.51 ms python,   70.36 ms CUDA,  604.61 loss, 0.003020 LR, 2.89 GB used,   8986.18 GFLOPS,    654.88 GOPS
326   74.31 ms run,    2.43 ms python,   71.88 ms CUDA,  614.76 loss, 0.003015 LR, 2.89 GB used,   8813.12 GFLOPS,    654.88 GOPS
327   72.59 ms run,    2.53 ms python,   70.05 ms CUDA,  607.13 loss, 0.003011 LR, 2.89 GB used,   9022.04 GFLOPS,    654.88 GOPS
328   73.33 ms run,    2.50 ms python,   70.83 ms CUDA,  612.60 loss, 0.003007 LR, 2.89 GB used,   8930.80 GFLOPS,    654.88 GOPS
329   74.12 ms run,    2.54 ms python,   71.58 ms CUDA,  597.70 loss, 0.003002 LR, 2.89 GB used,   8835.60 GFLOPS,    654.88 GOPS
330   72.51 ms run,    2.48 ms python,   70.03 ms CUDA,  594.61 loss, 0.002998 LR, 2.89 GB used,   9032.17 GFLOPS,    654.88 GOPS
331   72.83 ms run,    2.50 ms python,   70.33 ms CUDA,  610.67 loss, 0.002994 LR, 2.89 GB used,   8991.70 GFLOPS,    654.88 GOPS
332   74.25 ms run,    2.53 ms python,   71.72 ms CUDA,  615.93 loss, 0.002989 LR, 2.89 GB used,   8819.78 GFLOPS,    654.88 GOPS
333   72.71 ms run,    2.43 ms python,   70.28 ms CUDA,  607.80 loss, 0.002985 LR, 2.89 GB used,   9007.14 GFLOPS,    654.88 GOPS
334   73.25 ms run,    2.49 ms python,   70.76 ms CUDA,  590.91 loss, 0.002980 LR, 2.89 GB used,   8940.01 GFLOPS,    654.88 GOPS
335   74.21 ms run,    2.50 ms python,   71.71 ms CUDA,  604.12 loss, 0.002976 LR, 2.89 GB used,   8824.45 GFLOPS,    654.88 GOPS
336   72.83 ms run,    2.50 ms python,   70.33 ms CUDA,  618.17 loss, 0.002972 LR, 2.89 GB used,   8992.00 GFLOPS,    654.88 GOPS
337   73.22 ms run,    2.47 ms python,   70.75 ms CUDA,  600.99 loss, 0.002967 LR, 2.89 GB used,   8943.72 GFLOPS,    654.88 GOPS
338   74.18 ms run,    2.51 ms python,   71.66 ms CUDA,  615.22 loss, 0.002963 LR, 2.89 GB used,   8828.38 GFLOPS,    654.88 GOPS
339   72.46 ms run,    2.51 ms python,   69.94 ms CUDA,  597.27 loss, 0.002959 LR, 2.89 GB used,   9038.16 GFLOPS,    654.88 GOPS
340   73.19 ms run,    2.62 ms python,   70.57 ms CUDA,  609.55 loss, 0.002954 LR, 2.89 GB used,   8947.61 GFLOPS,    654.88 GOPS
341   74.06 ms run,    2.53 ms python,   71.53 ms CUDA,  593.95 loss, 0.002950 LR, 2.89 GB used,   8842.13 GFLOPS,    654.88 GOPS
342   72.75 ms run,    2.47 ms python,   70.27 ms CUDA,  624.93 loss, 0.002946 LR, 2.89 GB used,   9002.37 GFLOPS,    654.88 GOPS
343   72.76 ms run,    2.44 ms python,   70.32 ms CUDA,  604.71 loss, 0.002941 LR, 2.89 GB used,   9000.91 GFLOPS,    654.88 GOPS
